2026-02-03 20:28:16,893 - __main__ - INFO - Initializing experiment with configuration:
task_name: train
model_type: standard
dataset_name: fashionmnist
data_path: ./data
n_train: 200
n_test: 50
n_val: 50
digits:
- 0
- 2
target_dim: 16
preprocessors:
- pca_16
n_pop: 20
n_gen: 10
n_gates: 200
mutation_rate: 0.1
engine_type: hybrid
train_epochs: 100
train_lr: 0.05
gradient_method: spsa
device: null
use_v2_primitives: true
use_scheduler: true
scheduler_patience: 3
scheduler_factor: 0.5
strategy_type: hybrid
eval_epochs: 5
eval_lr: 0.01
eval_max_iter: 50
feature_map_type: angle
num_qubits: 16
verbose: true
seed: 42
save_dir: ./output
notifications:
  enabled: true
  title: QCNN Training

2026-02-03 20:28:16,893 - data.dataset.fashion_mnist_dataset - INFO - Loading FashionMNIST data from ./data
2026-02-03 20:28:16,932 - __main__ - INFO - Starting Task: Standard Training
2026-02-03 20:28:16,943 - training.engines.hybrid - INFO - HybridEngine using device: mps
2026-02-03 20:28:16,943 - training.engines.hybrid - INFO - HybridEngine: Using gradient method: spsa
2026-02-03 20:28:16,944 - training.pipeline - INFO - Executing Production Pipeline for model: StandardQCNN
2026-02-03 20:28:16,946 - training.pipeline - INFO - Circuit built. Num Qubits: 16, Num Params: 123
2026-02-03 20:28:16,946 - training.engines.hybrid - INFO - HybridEngine: Optimizing 123 parameters.
2026-02-03 20:28:16,973 - training.engines.hybrid - INFO - HybridEngine: Initialized weights with uniform distribution [-0.5, 0.5]
2026-02-03 20:28:16,973 - training.engines.hybrid - WARNING - Using MPS (Metal Performance Shaders). If gradients are zero, try 'engine.device=cpu'.
2026-02-03 20:28:21,088 - training.engines.hybrid - INFO - Epoch 1/100, Loss: 1.4285 | Acc: 0.4450 | Grad: 1.99e+00 | Val Loss: 1.5036 | Val Acc: 0.4200 | LR: 5.00e-02
2026-02-03 20:32:06,874 - training.engines.hybrid - INFO - Epoch 53/100, Loss: 0.4367 | Acc: 0.8650 | Grad: 1.42e+00 | Val Loss: 0.4503 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:32:11,746 - training.engines.hybrid - INFO - Epoch 54/100, Loss: 0.4309 | Acc: 0.8650 | Grad: 1.28e+00 | Val Loss: 0.4454 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:32:16,682 - training.engines.hybrid - INFO - Epoch 55/100, Loss: 0.4308 | Acc: 0.8650 | Grad: 1.29e+00 | Val Loss: 0.4379 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:32:21,413 - training.engines.hybrid - INFO - Epoch 56/100, Loss: 0.4289 | Acc: 0.8650 | Grad: 1.21e+00 | Val Loss: 0.4379 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:32:26,158 - training.engines.hybrid - INFO - Epoch 57/100, Loss: 0.4294 | Acc: 0.8650 | Grad: 1.23e+00 | Val Loss: 0.4352 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:32:30,964 - training.engines.hybrid - INFO - Epoch 58/100, Loss: 0.4263 | Acc: 0.8650 | Grad: 1.32e+00 | Val Loss: 0.4356 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:32:35,713 - training.engines.hybrid - INFO - Epoch 59/100, Loss: 0.4252 | Acc: 0.8650 | Grad: 1.43e+00 | Val Loss: 0.4423 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:32:40,455 - training.engines.hybrid - INFO - Epoch 60/100, Loss: 0.4264 | Acc: 0.8650 | Grad: 1.34e+00 | Val Loss: 0.4358 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:32:45,236 - training.engines.hybrid - INFO - Epoch 61/100, Loss: 0.4268 | Acc: 0.8650 | Grad: 1.52e+00 | Val Loss: 0.4322 | Val Acc: 0.9000 | LR: 5.00e-02
2026-02-03 20:32:49,989 - training.engines.hybrid - INFO - Epoch 62/100, Loss: 0.4244 | Acc: 0.8650 | Grad: 1.16e+00 | Val Loss: 0.4356 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 20:32:54,707 - training.engines.hybrid - INFO - Epoch 63/100, Loss: 0.4243 | Acc: 0.8700 | Grad: 1.57e+00 | Val Loss: 0.4328 | Val Acc: 0.9000 | LR: 5.00e-02
2026-02-03 20:32:59,488 - training.engines.hybrid - INFO - Epoch 64/100, Loss: 0.4275 | Acc: 0.8700 | Grad: 1.39e+00 | Val Loss: 0.4369 | Val Acc: 0.9000 | LR: 5.00e-02
2026-02-03 20:33:04,281 - training.engines.hybrid - INFO - Epoch 65/100, Loss: 0.4222 | Acc: 0.8700 | Grad: 1.33e+00 | Val Loss: 0.4351 | Val Acc: 0.9000 | LR: 2.50e-02
2026-02-03 20:33:09,089 - training.engines.hybrid - INFO - Epoch 66/100, Loss: 0.4236 | Acc: 0.8750 | Grad: 1.52e+00 | Val Loss: 0.4342 | Val Acc: 0.9200 | LR: 2.50e-02
2026-02-03 20:33:13,904 - training.engines.hybrid - INFO - Epoch 67/100, Loss: 0.4276 | Acc: 0.8750 | Grad: 1.42e+00 | Val Loss: 0.4285 | Val Acc: 0.9200 | LR: 2.50e-02
2026-02-03 20:33:18,717 - training.engines.hybrid - INFO - Epoch 68/100, Loss: 0.4249 | Acc: 0.8700 | Grad: 1.39e+00 | Val Loss: 0.4320 | Val Acc: 0.9000 | LR: 2.50e-02
2026-02-03 20:33:23,524 - training.engines.hybrid - INFO - Epoch 69/100, Loss: 0.4231 | Acc: 0.8700 | Grad: 1.44e+00 | Val Loss: 0.4349 | Val Acc: 0.9000 | LR: 2.50e-02
2026-02-03 20:33:28,233 - training.engines.hybrid - INFO - Epoch 70/100, Loss: 0.4228 | Acc: 0.8700 | Grad: 1.42e+00 | Val Loss: 0.4269 | Val Acc: 0.9000 | LR: 2.50e-02
2026-02-03 20:33:32,973 - training.engines.hybrid - INFO - Epoch 71/100, Loss: 0.4229 | Acc: 0.8700 | Grad: 1.33e+00 | Val Loss: 0.4368 | Val Acc: 0.9000 | LR: 2.50e-02
2026-02-03 20:33:37,692 - training.engines.hybrid - INFO - Epoch 72/100, Loss: 0.4244 | Acc: 0.8650 | Grad: 1.30e+00 | Val Loss: 0.4335 | Val Acc: 0.8800 | LR: 2.50e-02
2026-02-03 20:33:42,381 - training.engines.hybrid - INFO - Epoch 73/100, Loss: 0.4232 | Acc: 0.8650 | Grad: 1.35e+00 | Val Loss: 0.4323 | Val Acc: 0.9000 | LR: 2.50e-02
2026-02-03 20:33:47,082 - training.engines.hybrid - INFO - Epoch 74/100, Loss: 0.4222 | Acc: 0.8700 | Grad: 1.35e+00 | Val Loss: 0.4341 | Val Acc: 0.8600 | LR: 1.25e-02
2026-02-03 20:33:51,874 - training.engines.hybrid - INFO - Epoch 75/100, Loss: 0.4231 | Acc: 0.8650 | Grad: 1.53e+00 | Val Loss: 0.4359 | Val Acc: 0.8800 | LR: 1.25e-02
2026-02-03 20:33:56,569 - training.engines.hybrid - INFO - Epoch 76/100, Loss: 0.4221 | Acc: 0.8650 | Grad: 1.64e+00 | Val Loss: 0.4387 | Val Acc: 0.8600 | LR: 1.25e-02
2026-02-03 20:34:01,365 - training.engines.hybrid - INFO - Epoch 77/100, Loss: 0.4198 | Acc: 0.8650 | Grad: 1.49e+00 | Val Loss: 0.4363 | Val Acc: 0.8600 | LR: 1.25e-02
2026-02-03 20:34:06,003 - training.engines.hybrid - INFO - Epoch 78/100, Loss: 0.4225 | Acc: 0.8650 | Grad: 1.34e+00 | Val Loss: 0.4322 | Val Acc: 0.8800 | LR: 6.25e-03
2026-02-03 20:34:10,699 - training.engines.hybrid - INFO - Epoch 79/100, Loss: 0.4213 | Acc: 0.8650 | Grad: 1.59e+00 | Val Loss: 0.4356 | Val Acc: 0.9000 | LR: 6.25e-03
2026-02-03 20:34:15,701 - training.engines.hybrid - INFO - Epoch 80/100, Loss: 0.4231 | Acc: 0.8650 | Grad: 1.45e+00 | Val Loss: 0.4300 | Val Acc: 0.8800 | LR: 6.25e-03
2026-02-03 20:34:20,456 - training.engines.hybrid - INFO - Epoch 81/100, Loss: 0.4182 | Acc: 0.8650 | Grad: 1.66e+00 | Val Loss: 0.4329 | Val Acc: 0.8600 | LR: 6.25e-03
2026-02-03 20:34:25,164 - training.engines.hybrid - INFO - Epoch 82/100, Loss: 0.4203 | Acc: 0.8650 | Grad: 1.40e+00 | Val Loss: 0.4347 | Val Acc: 0.8600 | LR: 3.13e-03
2026-02-03 20:34:29,858 - training.engines.hybrid - INFO - Epoch 83/100, Loss: 0.4196 | Acc: 0.8650 | Grad: 1.33e+00 | Val Loss: 0.4344 | Val Acc: 0.8800 | LR: 3.13e-03
2026-02-03 20:34:34,625 - training.engines.hybrid - INFO - Epoch 84/100, Loss: 0.4212 | Acc: 0.8650 | Grad: 1.37e+00 | Val Loss: 0.4304 | Val Acc: 0.8800 | LR: 3.13e-03
2026-02-03 20:34:39,291 - training.engines.hybrid - INFO - Epoch 85/100, Loss: 0.4185 | Acc: 0.8700 | Grad: 1.17e+00 | Val Loss: 0.4311 | Val Acc: 0.8600 | LR: 3.13e-03
2026-02-03 20:34:43,990 - training.engines.hybrid - INFO - Epoch 86/100, Loss: 0.4222 | Acc: 0.8650 | Grad: 1.48e+00 | Val Loss: 0.4329 | Val Acc: 0.8800 | LR: 1.56e-03
2026-02-03 20:34:48,798 - training.engines.hybrid - INFO - Epoch 87/100, Loss: 0.4202 | Acc: 0.8650 | Grad: 1.30e+00 | Val Loss: 0.4261 | Val Acc: 0.8800 | LR: 1.56e-03
2026-02-03 20:34:53,518 - training.engines.hybrid - INFO - Epoch 88/100, Loss: 0.4213 | Acc: 0.8700 | Grad: 1.32e+00 | Val Loss: 0.4302 | Val Acc: 0.9000 | LR: 1.56e-03
2026-02-03 20:34:58,195 - training.engines.hybrid - INFO - Epoch 89/100, Loss: 0.4222 | Acc: 0.8650 | Grad: 1.36e+00 | Val Loss: 0.4303 | Val Acc: 0.8800 | LR: 1.56e-03
2026-02-03 20:35:02,983 - training.engines.hybrid - INFO - Epoch 90/100, Loss: 0.4204 | Acc: 0.8650 | Grad: 1.29e+00 | Val Loss: 0.4319 | Val Acc: 0.8600 | LR: 1.56e-03
2026-02-03 20:35:07,684 - training.engines.hybrid - INFO - Epoch 91/100, Loss: 0.4195 | Acc: 0.8700 | Grad: 1.43e+00 | Val Loss: 0.4256 | Val Acc: 0.8600 | LR: 1.56e-03
2026-02-03 20:35:12,492 - training.engines.hybrid - INFO - Epoch 92/100, Loss: 0.4219 | Acc: 0.8650 | Grad: 1.21e+00 | Val Loss: 0.4340 | Val Acc: 0.8600 | LR: 1.56e-03
2026-02-03 20:35:17,537 - training.engines.hybrid - INFO - Epoch 93/100, Loss: 0.4162 | Acc: 0.8650 | Grad: 1.16e+00 | Val Loss: 0.4269 | Val Acc: 0.8800 | LR: 1.56e-03
2026-02-03 20:35:22,271 - training.engines.hybrid - INFO - Epoch 94/100, Loss: 0.4177 | Acc: 0.8700 | Grad: 1.32e+00 | Val Loss: 0.4330 | Val Acc: 0.8800 | LR: 1.56e-03
2026-02-03 20:35:26,997 - training.engines.hybrid - INFO - Epoch 95/100, Loss: 0.4176 | Acc: 0.8650 | Grad: 1.52e+00 | Val Loss: 0.4371 | Val Acc: 0.8600 | LR: 7.81e-04
2026-02-03 20:35:31,766 - training.engines.hybrid - INFO - Epoch 96/100, Loss: 0.4173 | Acc: 0.8700 | Grad: 1.50e+00 | Val Loss: 0.4315 | Val Acc: 0.8800 | LR: 7.81e-04
2026-02-03 20:35:36,488 - training.engines.hybrid - INFO - Epoch 97/100, Loss: 0.4183 | Acc: 0.8650 | Grad: 1.35e+00 | Val Loss: 0.4253 | Val Acc: 0.8800 | LR: 7.81e-04
2026-02-03 20:35:41,297 - training.engines.hybrid - INFO - Epoch 98/100, Loss: 0.4169 | Acc: 0.8650 | Grad: 1.30e+00 | Val Loss: 0.4343 | Val Acc: 0.8800 | LR: 7.81e-04
2026-02-03 20:35:46,834 - training.engines.hybrid - INFO - Epoch 99/100, Loss: 0.4212 | Acc: 0.8650 | Grad: 1.46e+00 | Val Loss: 0.4287 | Val Acc: 0.8800 | LR: 7.81e-04
2026-02-03 20:35:52,054 - training.engines.hybrid - INFO - Epoch 100/100, Loss: 0.4196 | Acc: 0.8650 | Grad: 1.34e+00 | Val Loss: 0.4310 | Val Acc: 0.8600 | LR: 7.81e-04
2026-02-03 20:35:52,236 - training.pipeline - INFO - Pipeline Execution Complete. Final Score: 0.8600
2026-02-03 20:35:52,237 - utils.logger - INFO - Experiment data saved to ./output/train_angle_pca16_20260203_202816
2026-02-03 20:35:52,395 - utils.logger - INFO - Model saved to: ./output/train_angle_pca16_20260203_202816/model/train_angle_pca16_20260203_202816_trained_qcnn.pth
2026-02-03 20:35:52,395 - utils.notifications - INFO - Attempting LINE notification. Token length: 172, Preview: wtCCm...ilFU=
2026-02-03 20:35:52,800 - utils.notifications - INFO - LINE Messaging API notification sent successfully.
