2026-02-12 01:02:46,797 - __main__ - INFO - Initializing experiment with configuration:
task_name: train
model_type: standard
dataset_name: fashionmnist
data_path: ./data
n_train: 1000
n_test: 200
n_val: 200
digits:
- 0
- 2
- 4
- 6
target_dim: 16
preprocessors:
- autoencoder_16
n_pop: 20
n_gen: 10
n_gates: 200
mutation_rate: 0.1
engine_type: hybrid
train_epochs: 100
train_lr: 0.05
gradient_method: spsa
device: null
use_v2_primitives: true
use_scheduler: true
scheduler_patience: 3
scheduler_factor: 0.5
strategy_type: hybrid
eval_epochs: 5
eval_lr: 0.01
eval_max_iter: 50
feature_map_type: angle
num_qubits: 16
verbose: true
seed: 42
save_dir: ./output
output_dir: ./output
resume_dir: null
notifications:
  enabled: true
  title: binary class experiment [0, 2, 4, 6]
binary_groups:
- - 2
- - 0
  - 4
  - 6

2026-02-12 01:02:46,877 - data.dataset.fashion_mnist_dataset - INFO - Loading FashionMNIST data from ./data
2026-02-12 01:02:47,093 - data.dataset.fashion_mnist_dataset - INFO - Using binary groups: [[2], [0, 4, 6]]
2026-02-12 01:02:47,113 - data.dataset.fashion_mnist_dataset - INFO - Subsampled group 1 from 18000 to 6000 to match group 0
2026-02-12 01:02:47,309 - data.dataset.fashion_mnist_dataset - INFO - Loaded 12000 samples with binary groups.
2026-02-12 01:02:47,398 - data.preprocessor.autoencoder - INFO - Loading pre-trained Autoencoder from: D:\Pin\STUDY\PROJECT\senior project\QCNN_project\src\data\preprocessor\autoencoders\conv_ae_fashionmnist_16.pth
2026-02-12 01:02:50,862 - __main__ - INFO - Starting Task: Standard Training
2026-02-12 01:02:50,864 - training.engines.hybrid - INFO - HybridEngine using device: cpu
2026-02-12 01:02:50,894 - training.engines.hybrid - INFO - HybridEngine: Using gradient method: spsa
2026-02-12 01:02:50,895 - training.pipeline - INFO - Executing Production Pipeline for model: StandardQCNN
2026-02-12 01:02:50,931 - training.pipeline - INFO - Circuit built. Num Qubits: 16, Num Params: 123
2026-02-12 01:02:50,937 - training.engines.hybrid - INFO - HybridEngine: Optimizing 123 parameters.
2026-02-12 01:02:50,970 - training.engines.hybrid - INFO - HybridEngine: Initialized weights with uniform distribution [-0.5, 0.5]
2026-02-12 01:02:51,026 - training.engines.hybrid - INFO - HybridEngine: No checkpoint found at ./output\train_angle_autoencoder16_20260212_010246\checkpoints\train_angle_autoencoder16_20260212_010246_checkpoint.pth.tar. Starting fresh.
2026-02-12 01:06:44,394 - training.engines.hybrid - INFO - Epoch 1/100, Loss: 0.9979 | Acc: 0.5520 | Grad: 1.31e+00 | Val Loss: 0.9997 | Val Acc: 0.5200 | LR: 5.00e-02
2026-02-12 02:02:11,434 - training.engines.hybrid - INFO - Epoch 15/100, Loss: 0.9062 | Acc: 0.6120 | Grad: 7.41e-01 | Val Loss: 0.9023 | Val Acc: 0.6250 | LR: 5.00e-02
2026-02-12 02:06:08,260 - training.engines.hybrid - INFO - Epoch 16/100, Loss: 0.8982 | Acc: 0.6260 | Grad: 8.07e-01 | Val Loss: 0.8953 | Val Acc: 0.6350 | LR: 5.00e-02
2026-02-12 02:10:04,831 - training.engines.hybrid - INFO - Epoch 17/100, Loss: 0.8929 | Acc: 0.6370 | Grad: 8.79e-01 | Val Loss: 0.8898 | Val Acc: 0.6350 | LR: 5.00e-02
2026-02-12 02:14:01,509 - training.engines.hybrid - INFO - Epoch 18/100, Loss: 0.8885 | Acc: 0.6490 | Grad: 8.76e-01 | Val Loss: 0.8832 | Val Acc: 0.6400 | LR: 5.00e-02
2026-02-12 02:17:41,425 - training.engines.hybrid - INFO - Epoch 19/100, Loss: 0.8818 | Acc: 0.6630 | Grad: 8.66e-01 | Val Loss: 0.8819 | Val Acc: 0.6400 | LR: 5.00e-02
2026-02-12 02:21:12,617 - training.engines.hybrid - INFO - Epoch 20/100, Loss: 0.8784 | Acc: 0.6700 | Grad: 8.22e-01 | Val Loss: 0.8784 | Val Acc: 0.6600 | LR: 5.00e-02
2026-02-12 02:24:46,802 - training.engines.hybrid - INFO - Epoch 21/100, Loss: 0.8749 | Acc: 0.6750 | Grad: 8.71e-01 | Val Loss: 0.8724 | Val Acc: 0.6600 | LR: 5.00e-02
2026-02-12 02:28:23,383 - training.engines.hybrid - INFO - Epoch 22/100, Loss: 0.8740 | Acc: 0.6800 | Grad: 8.70e-01 | Val Loss: 0.8695 | Val Acc: 0.6650 | LR: 5.00e-02
2026-02-12 02:31:59,795 - training.engines.hybrid - INFO - Epoch 23/100, Loss: 0.8715 | Acc: 0.6840 | Grad: 8.79e-01 | Val Loss: 0.8665 | Val Acc: 0.6650 | LR: 5.00e-02
2026-02-12 02:35:37,538 - training.engines.hybrid - INFO - Epoch 24/100, Loss: 0.8696 | Acc: 0.6860 | Grad: 8.33e-01 | Val Loss: 0.8684 | Val Acc: 0.6700 | LR: 5.00e-02
2026-02-12 02:39:08,233 - training.engines.hybrid - INFO - Epoch 25/100, Loss: 0.8688 | Acc: 0.6950 | Grad: 8.61e-01 | Val Loss: 0.8642 | Val Acc: 0.6700 | LR: 5.00e-02
2026-02-12 02:42:40,157 - training.engines.hybrid - INFO - Epoch 26/100, Loss: 0.8690 | Acc: 0.6920 | Grad: 8.72e-01 | Val Loss: 0.8690 | Val Acc: 0.6600 | LR: 5.00e-02
2026-02-12 02:46:15,224 - training.engines.hybrid - INFO - Epoch 27/100, Loss: 0.8687 | Acc: 0.6950 | Grad: 8.55e-01 | Val Loss: 0.8701 | Val Acc: 0.6950 | LR: 5.00e-02
2026-02-12 02:49:43,576 - training.engines.hybrid - INFO - Epoch 28/100, Loss: 0.8687 | Acc: 0.7020 | Grad: 7.81e-01 | Val Loss: 0.8660 | Val Acc: 0.7150 | LR: 5.00e-02
2026-02-12 02:53:17,285 - training.engines.hybrid - INFO - Epoch 29/100, Loss: 0.8697 | Acc: 0.7030 | Grad: 8.50e-01 | Val Loss: 0.8663 | Val Acc: 0.7300 | LR: 2.50e-02
2026-02-12 02:56:47,404 - training.engines.hybrid - INFO - Epoch 30/100, Loss: 0.8680 | Acc: 0.7110 | Grad: 8.80e-01 | Val Loss: 0.8690 | Val Acc: 0.7100 | LR: 2.50e-02
2026-02-12 03:00:16,627 - training.engines.hybrid - INFO - Epoch 31/100, Loss: 0.8681 | Acc: 0.7080 | Grad: 7.98e-01 | Val Loss: 0.8688 | Val Acc: 0.7150 | LR: 2.50e-02
2026-02-12 03:03:50,070 - training.engines.hybrid - INFO - Epoch 32/100, Loss: 0.8672 | Acc: 0.7100 | Grad: 8.28e-01 | Val Loss: 0.8600 | Val Acc: 0.7250 | LR: 2.50e-02
2026-02-12 03:08:00,164 - training.engines.hybrid - INFO - Epoch 33/100, Loss: 0.8650 | Acc: 0.7140 | Grad: 8.17e-01 | Val Loss: 0.8588 | Val Acc: 0.7350 | LR: 2.50e-02
2026-02-12 03:11:34,840 - training.engines.hybrid - INFO - Epoch 34/100, Loss: 0.8653 | Acc: 0.7080 | Grad: 7.62e-01 | Val Loss: 0.8608 | Val Acc: 0.7200 | LR: 2.50e-02
2026-02-12 03:15:04,716 - training.engines.hybrid - INFO - Epoch 35/100, Loss: 0.8619 | Acc: 0.7100 | Grad: 8.49e-01 | Val Loss: 0.8610 | Val Acc: 0.7150 | LR: 2.50e-02
2026-02-12 03:18:36,570 - training.engines.hybrid - INFO - Epoch 36/100, Loss: 0.8633 | Acc: 0.7110 | Grad: 8.42e-01 | Val Loss: 0.8591 | Val Acc: 0.7100 | LR: 2.50e-02
2026-02-12 03:22:05,439 - training.engines.hybrid - INFO - Epoch 37/100, Loss: 0.8609 | Acc: 0.7050 | Grad: 7.88e-01 | Val Loss: 0.8561 | Val Acc: 0.7200 | LR: 2.50e-02
2026-02-12 03:25:40,808 - training.engines.hybrid - INFO - Epoch 38/100, Loss: 0.8595 | Acc: 0.7070 | Grad: 8.13e-01 | Val Loss: 0.8530 | Val Acc: 0.7300 | LR: 2.50e-02
2026-02-12 03:29:15,401 - training.engines.hybrid - INFO - Epoch 39/100, Loss: 0.8585 | Acc: 0.7090 | Grad: 8.67e-01 | Val Loss: 0.8572 | Val Acc: 0.7200 | LR: 2.50e-02
2026-02-12 03:33:10,172 - training.engines.hybrid - INFO - Epoch 40/100, Loss: 0.8562 | Acc: 0.7090 | Grad: 9.12e-01 | Val Loss: 0.8557 | Val Acc: 0.7250 | LR: 2.50e-02
2026-02-12 03:37:10,286 - training.engines.hybrid - INFO - Epoch 41/100, Loss: 0.8556 | Acc: 0.7050 | Grad: 8.85e-01 | Val Loss: 0.8556 | Val Acc: 0.7050 | LR: 2.50e-02
2026-02-12 03:40:44,367 - training.engines.hybrid - INFO - Epoch 42/100, Loss: 0.8539 | Acc: 0.7070 | Grad: 8.37e-01 | Val Loss: 0.8485 | Val Acc: 0.7200 | LR: 2.50e-02
2026-02-12 03:44:24,073 - training.engines.hybrid - INFO - Epoch 43/100, Loss: 0.8541 | Acc: 0.7010 | Grad: 8.39e-01 | Val Loss: 0.8532 | Val Acc: 0.6900 | LR: 2.50e-02
2026-02-12 03:47:58,535 - training.engines.hybrid - INFO - Epoch 44/100, Loss: 0.8521 | Acc: 0.7020 | Grad: 8.17e-01 | Val Loss: 0.8470 | Val Acc: 0.6950 | LR: 2.50e-02
2026-02-12 03:51:29,866 - training.engines.hybrid - INFO - Epoch 45/100, Loss: 0.8516 | Acc: 0.6960 | Grad: 8.39e-01 | Val Loss: 0.8482 | Val Acc: 0.6850 | LR: 2.50e-02
2026-02-12 03:55:06,529 - training.engines.hybrid - INFO - Epoch 46/100, Loss: 0.8497 | Acc: 0.6970 | Grad: 7.76e-01 | Val Loss: 0.8477 | Val Acc: 0.6900 | LR: 2.50e-02
2026-02-12 03:58:34,846 - training.engines.hybrid - INFO - Epoch 47/100, Loss: 0.8488 | Acc: 0.6930 | Grad: 8.71e-01 | Val Loss: 0.8421 | Val Acc: 0.6950 | LR: 2.50e-02
2026-02-12 04:02:07,091 - training.engines.hybrid - INFO - Epoch 48/100, Loss: 0.8478 | Acc: 0.6880 | Grad: 8.56e-01 | Val Loss: 0.8446 | Val Acc: 0.6850 | LR: 2.50e-02
2026-02-12 04:05:40,370 - training.engines.hybrid - INFO - Epoch 49/100, Loss: 0.8467 | Acc: 0.6840 | Grad: 8.34e-01 | Val Loss: 0.8430 | Val Acc: 0.6750 | LR: 2.50e-02
2026-02-12 04:09:12,457 - training.engines.hybrid - INFO - Epoch 50/100, Loss: 0.8452 | Acc: 0.6880 | Grad: 9.07e-01 | Val Loss: 0.8405 | Val Acc: 0.6800 | LR: 2.50e-02
2026-02-12 04:12:46,373 - training.engines.hybrid - INFO - Epoch 51/100, Loss: 0.8446 | Acc: 0.6890 | Grad: 8.27e-01 | Val Loss: 0.8383 | Val Acc: 0.6850 | LR: 2.50e-02
2026-02-12 04:16:17,344 - training.engines.hybrid - INFO - Epoch 52/100, Loss: 0.8424 | Acc: 0.6910 | Grad: 8.65e-01 | Val Loss: 0.8421 | Val Acc: 0.6750 | LR: 2.50e-02
2026-02-12 04:19:51,317 - training.engines.hybrid - INFO - Epoch 53/100, Loss: 0.8403 | Acc: 0.6930 | Grad: 9.69e-01 | Val Loss: 0.8327 | Val Acc: 0.6750 | LR: 2.50e-02
2026-02-12 04:23:25,510 - training.engines.hybrid - INFO - Epoch 54/100, Loss: 0.8412 | Acc: 0.6870 | Grad: 9.46e-01 | Val Loss: 0.8329 | Val Acc: 0.6850 | LR: 2.50e-02
2026-02-12 04:26:55,735 - training.engines.hybrid - INFO - Epoch 55/100, Loss: 0.8372 | Acc: 0.6880 | Grad: 8.42e-01 | Val Loss: 0.8341 | Val Acc: 0.6750 | LR: 2.50e-02
2026-02-12 04:30:29,766 - training.engines.hybrid - INFO - Epoch 56/100, Loss: 0.8356 | Acc: 0.6960 | Grad: 9.43e-01 | Val Loss: 0.8332 | Val Acc: 0.6800 | LR: 2.50e-02
2026-02-12 04:34:02,404 - training.engines.hybrid - INFO - Epoch 57/100, Loss: 0.8367 | Acc: 0.6900 | Grad: 8.86e-01 | Val Loss: 0.8307 | Val Acc: 0.6800 | LR: 2.50e-02
2026-02-12 04:37:33,663 - training.engines.hybrid - INFO - Epoch 58/100, Loss: 0.8349 | Acc: 0.6900 | Grad: 7.77e-01 | Val Loss: 0.8295 | Val Acc: 0.6700 | LR: 2.50e-02
2026-02-12 04:41:06,727 - training.engines.hybrid - INFO - Epoch 59/100, Loss: 0.8327 | Acc: 0.6900 | Grad: 7.33e-01 | Val Loss: 0.8264 | Val Acc: 0.6700 | LR: 2.50e-02
2026-02-12 04:44:41,282 - training.engines.hybrid - INFO - Epoch 60/100, Loss: 0.8329 | Acc: 0.6910 | Grad: 8.01e-01 | Val Loss: 0.8277 | Val Acc: 0.6700 | LR: 2.50e-02
2026-02-12 04:48:08,714 - training.engines.hybrid - INFO - Epoch 61/100, Loss: 0.8314 | Acc: 0.6860 | Grad: 8.86e-01 | Val Loss: 0.8263 | Val Acc: 0.6700 | LR: 2.50e-02
2026-02-12 04:51:53,489 - training.engines.hybrid - INFO - Epoch 62/100, Loss: 0.8317 | Acc: 0.6890 | Grad: 8.59e-01 | Val Loss: 0.8267 | Val Acc: 0.6600 | LR: 2.50e-02
2026-02-12 04:55:26,180 - training.engines.hybrid - INFO - Epoch 63/100, Loss: 0.8293 | Acc: 0.6890 | Grad: 7.92e-01 | Val Loss: 0.8226 | Val Acc: 0.6700 | LR: 2.50e-02
2026-02-12 04:58:59,759 - training.engines.hybrid - INFO - Epoch 64/100, Loss: 0.8284 | Acc: 0.6860 | Grad: 8.95e-01 | Val Loss: 0.8236 | Val Acc: 0.6700 | LR: 2.50e-02
2026-02-12 05:02:30,078 - training.engines.hybrid - INFO - Epoch 65/100, Loss: 0.8285 | Acc: 0.6900 | Grad: 8.70e-01 | Val Loss: 0.8225 | Val Acc: 0.6800 | LR: 2.50e-02
2026-02-12 05:06:04,147 - training.engines.hybrid - INFO - Epoch 66/100, Loss: 0.8277 | Acc: 0.6920 | Grad: 8.81e-01 | Val Loss: 0.8214 | Val Acc: 0.6700 | LR: 2.50e-02
2026-02-12 05:09:36,146 - training.engines.hybrid - INFO - Epoch 67/100, Loss: 0.8274 | Acc: 0.6890 | Grad: 9.17e-01 | Val Loss: 0.8194 | Val Acc: 0.6700 | LR: 2.50e-02
2026-02-12 05:13:08,983 - training.engines.hybrid - INFO - Epoch 68/100, Loss: 0.8245 | Acc: 0.6900 | Grad: 7.87e-01 | Val Loss: 0.8177 | Val Acc: 0.6750 | LR: 2.50e-02
2026-02-12 05:16:40,131 - training.engines.hybrid - INFO - Epoch 69/100, Loss: 0.8259 | Acc: 0.6940 | Grad: 9.85e-01 | Val Loss: 0.8218 | Val Acc: 0.6750 | LR: 2.50e-02
2026-02-12 05:20:13,920 - training.engines.hybrid - INFO - Epoch 70/100, Loss: 0.8243 | Acc: 0.6930 | Grad: 9.40e-01 | Val Loss: 0.8179 | Val Acc: 0.6750 | LR: 2.50e-02
2026-02-12 05:23:49,160 - training.engines.hybrid - INFO - Epoch 71/100, Loss: 0.8244 | Acc: 0.6960 | Grad: 8.13e-01 | Val Loss: 0.8162 | Val Acc: 0.6850 | LR: 2.50e-02
2026-02-12 05:27:21,381 - training.engines.hybrid - INFO - Epoch 72/100, Loss: 0.8245 | Acc: 0.6930 | Grad: 8.82e-01 | Val Loss: 0.8155 | Val Acc: 0.6750 | LR: 2.50e-02
2026-02-12 05:30:52,397 - training.engines.hybrid - INFO - Epoch 73/100, Loss: 0.8223 | Acc: 0.6930 | Grad: 7.94e-01 | Val Loss: 0.8142 | Val Acc: 0.7000 | LR: 2.50e-02
2026-02-12 05:34:25,920 - training.engines.hybrid - INFO - Epoch 74/100, Loss: 0.8227 | Acc: 0.6900 | Grad: 8.78e-01 | Val Loss: 0.8159 | Val Acc: 0.6850 | LR: 2.50e-02
2026-02-12 05:37:56,549 - training.engines.hybrid - INFO - Epoch 75/100, Loss: 0.8248 | Acc: 0.6950 | Grad: 8.12e-01 | Val Loss: 0.8178 | Val Acc: 0.6950 | LR: 2.50e-02
2026-02-12 05:41:30,585 - training.engines.hybrid - INFO - Epoch 76/100, Loss: 0.8225 | Acc: 0.6950 | Grad: 7.86e-01 | Val Loss: 0.8130 | Val Acc: 0.7000 | LR: 2.50e-02
2026-02-12 05:45:08,231 - training.engines.hybrid - INFO - Epoch 77/100, Loss: 0.8229 | Acc: 0.6970 | Grad: 8.50e-01 | Val Loss: 0.8143 | Val Acc: 0.7050 | LR: 2.50e-02
2026-02-12 05:48:37,590 - training.engines.hybrid - INFO - Epoch 78/100, Loss: 0.8231 | Acc: 0.7050 | Grad: 9.03e-01 | Val Loss: 0.8158 | Val Acc: 0.7100 | LR: 2.50e-02
2026-02-12 05:52:11,266 - training.engines.hybrid - INFO - Epoch 79/100, Loss: 0.8242 | Acc: 0.6970 | Grad: 8.70e-01 | Val Loss: 0.8146 | Val Acc: 0.7050 | LR: 2.50e-02
2026-02-12 05:55:46,039 - training.engines.hybrid - INFO - Epoch 80/100, Loss: 0.8244 | Acc: 0.6990 | Grad: 7.94e-01 | Val Loss: 0.8174 | Val Acc: 0.7000 | LR: 1.25e-02
2026-02-12 05:59:16,171 - training.engines.hybrid - INFO - Epoch 81/100, Loss: 0.8253 | Acc: 0.6960 | Grad: 8.00e-01 | Val Loss: 0.8162 | Val Acc: 0.7050 | LR: 1.25e-02
2026-02-12 06:02:49,202 - training.engines.hybrid - INFO - Epoch 82/100, Loss: 0.8235 | Acc: 0.6990 | Grad: 8.83e-01 | Val Loss: 0.8153 | Val Acc: 0.7100 | LR: 1.25e-02
2026-02-12 06:06:21,097 - training.engines.hybrid - INFO - Epoch 83/100, Loss: 0.8235 | Acc: 0.7020 | Grad: 9.63e-01 | Val Loss: 0.8156 | Val Acc: 0.7100 | LR: 1.25e-02
2026-02-12 06:09:52,481 - training.engines.hybrid - INFO - Epoch 84/100, Loss: 0.8263 | Acc: 0.6980 | Grad: 8.98e-01 | Val Loss: 0.8189 | Val Acc: 0.7100 | LR: 6.25e-03
2026-02-12 06:13:28,326 - training.engines.hybrid - INFO - Epoch 85/100, Loss: 0.8257 | Acc: 0.6970 | Grad: 7.84e-01 | Val Loss: 0.8172 | Val Acc: 0.7150 | LR: 6.25e-03
2026-02-12 06:17:06,146 - training.engines.hybrid - INFO - Epoch 86/100, Loss: 0.8251 | Acc: 0.7000 | Grad: 7.81e-01 | Val Loss: 0.8155 | Val Acc: 0.7050 | LR: 6.25e-03
2026-02-12 06:20:38,803 - training.engines.hybrid - INFO - Epoch 87/100, Loss: 0.8228 | Acc: 0.7030 | Grad: 8.28e-01 | Val Loss: 0.8141 | Val Acc: 0.7050 | LR: 6.25e-03
2026-02-12 06:24:12,977 - training.engines.hybrid - INFO - Epoch 88/100, Loss: 0.8230 | Acc: 0.7010 | Grad: 8.21e-01 | Val Loss: 0.8204 | Val Acc: 0.7050 | LR: 3.13e-03
2026-02-12 06:27:46,016 - training.engines.hybrid - INFO - Epoch 89/100, Loss: 0.8236 | Acc: 0.6970 | Grad: 8.08e-01 | Val Loss: 0.8191 | Val Acc: 0.7150 | LR: 3.13e-03
2026-02-12 06:31:22,848 - training.engines.hybrid - INFO - Epoch 90/100, Loss: 0.8238 | Acc: 0.6960 | Grad: 8.61e-01 | Val Loss: 0.8193 | Val Acc: 0.7200 | LR: 3.13e-03
2026-02-12 06:34:54,717 - training.engines.hybrid - INFO - Epoch 91/100, Loss: 0.8247 | Acc: 0.6990 | Grad: 7.75e-01 | Val Loss: 0.8133 | Val Acc: 0.7100 | LR: 3.13e-03
2026-02-12 06:38:26,650 - training.engines.hybrid - INFO - Epoch 92/100, Loss: 0.8239 | Acc: 0.7010 | Grad: 8.58e-01 | Val Loss: 0.8160 | Val Acc: 0.7000 | LR: 1.56e-03
2026-02-12 06:42:00,389 - training.engines.hybrid - INFO - Epoch 93/100, Loss: 0.8246 | Acc: 0.6930 | Grad: 1.01e+00 | Val Loss: 0.8140 | Val Acc: 0.7000 | LR: 1.56e-03
2026-02-12 06:45:35,099 - training.engines.hybrid - INFO - Epoch 94/100, Loss: 0.8248 | Acc: 0.7020 | Grad: 8.86e-01 | Val Loss: 0.8198 | Val Acc: 0.7050 | LR: 1.56e-03
2026-02-12 06:49:08,261 - training.engines.hybrid - INFO - Epoch 95/100, Loss: 0.8245 | Acc: 0.6980 | Grad: 8.97e-01 | Val Loss: 0.8184 | Val Acc: 0.7050 | LR: 1.56e-03
2026-02-12 06:52:39,005 - training.engines.hybrid - INFO - Epoch 96/100, Loss: 0.8232 | Acc: 0.7000 | Grad: 8.36e-01 | Val Loss: 0.8143 | Val Acc: 0.7150 | LR: 7.81e-04
2026-02-12 06:56:16,009 - training.engines.hybrid - INFO - Epoch 97/100, Loss: 0.8240 | Acc: 0.6970 | Grad: 8.50e-01 | Val Loss: 0.8184 | Val Acc: 0.7150 | LR: 7.81e-04
2026-02-12 06:59:46,642 - training.engines.hybrid - INFO - Epoch 98/100, Loss: 0.8227 | Acc: 0.6980 | Grad: 9.26e-01 | Val Loss: 0.8167 | Val Acc: 0.7050 | LR: 7.81e-04
2026-02-12 07:03:30,990 - training.engines.hybrid - INFO - Epoch 99/100, Loss: 0.8243 | Acc: 0.7000 | Grad: 9.43e-01 | Val Loss: 0.8154 | Val Acc: 0.7000 | LR: 7.81e-04
2026-02-12 07:07:06,203 - training.engines.hybrid - INFO - Epoch 100/100, Loss: 0.8249 | Acc: 0.6950 | Grad: 7.71e-01 | Val Loss: 0.8145 | Val Acc: 0.7100 | LR: 3.91e-04
2026-02-12 07:07:10,919 - training.pipeline - INFO - Pipeline Execution Complete. Final Score: 0.6900
2026-02-12 07:07:10,929 - utils.logger - INFO - Experiment data saved to ./output\train_angle_autoencoder16_20260212_010246
2026-02-12 07:07:13,564 - utils.logger - INFO - Model saved to: ./output\train_angle_autoencoder16_20260212_010246\model\train_angle_autoencoder16_20260212_010246_trained_qcnn.pth
2026-02-12 07:07:13,566 - utils.notifications - INFO - Attempting LINE notification. Token length: 172, Preview: wtCCm...ilFU=
2026-02-12 07:07:14,429 - utils.notifications - INFO - LINE Messaging API notification sent successfully.
