2026-02-03 22:54:12,952 - __main__ - INFO - Initializing experiment with configuration:
task_name: train
model_type: standard
dataset_name: mnist
data_path: ./data
n_train: 200
n_test: 50
n_val: 50
digits:
- 3
- 8
target_dim: 16
preprocessors:
- pca_16
n_pop: 20
n_gen: 10
n_gates: 200
mutation_rate: 0.1
engine_type: hybrid
train_epochs: 100
train_lr: 0.05
gradient_method: spsa
device: null
use_v2_primitives: true
use_scheduler: true
scheduler_patience: 3
scheduler_factor: 0.5
strategy_type: hybrid
eval_epochs: 5
eval_lr: 0.01
eval_max_iter: 50
feature_map_type: angle
num_qubits: 16
verbose: true
seed: 42
save_dir: ./output
notifications:
  enabled: false
  title: QCNN Training

2026-02-03 22:54:12,952 - data.dataset.mnist_dataset - INFO - Loading MNIST data from ./data
2026-02-03 22:54:13,027 - __main__ - INFO - Starting Task: Standard Training
2026-02-03 22:54:13,039 - training.engines.hybrid - INFO - HybridEngine using device: mps
2026-02-03 22:54:13,040 - training.engines.hybrid - INFO - HybridEngine: Using gradient method: spsa
2026-02-03 22:54:13,040 - training.pipeline - INFO - Executing Production Pipeline for model: StandardQCNN
2026-02-03 22:54:13,042 - training.pipeline - INFO - Circuit built. Num Qubits: 16, Num Params: 123
2026-02-03 22:54:13,043 - training.engines.hybrid - INFO - HybridEngine: Optimizing 123 parameters.
2026-02-03 22:54:13,083 - training.engines.hybrid - INFO - HybridEngine: Initialized weights with uniform distribution [-0.5, 0.5]
2026-02-03 22:54:13,084 - training.engines.hybrid - WARNING - Using MPS (Metal Performance Shaders). If gradients are zero, try 'engine.device=cpu'.
2026-02-03 22:54:19,449 - training.engines.hybrid - INFO - Epoch 1/100, Loss: 1.5734 | Acc: 0.2450 | Grad: 2.98e+00 | Val Loss: 1.3586 | Val Acc: 0.2800 | LR: 5.00e-02
2026-02-03 22:58:50,396 - training.engines.hybrid - INFO - Epoch 19/100, Loss: 0.5720 | Acc: 0.8400 | Grad: 1.52e+00 | Val Loss: 0.5372 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 22:59:06,473 - training.engines.hybrid - INFO - Epoch 20/100, Loss: 0.5636 | Acc: 0.8500 | Grad: 1.55e+00 | Val Loss: 0.5328 | Val Acc: 0.9000 | LR: 5.00e-02
2026-02-03 22:59:23,393 - training.engines.hybrid - INFO - Epoch 21/100, Loss: 0.5519 | Acc: 0.8550 | Grad: 1.40e+00 | Val Loss: 0.5184 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 22:59:40,771 - training.engines.hybrid - INFO - Epoch 22/100, Loss: 0.5404 | Acc: 0.8500 | Grad: 1.53e+00 | Val Loss: 0.5153 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 22:59:59,464 - training.engines.hybrid - INFO - Epoch 23/100, Loss: 0.5269 | Acc: 0.8650 | Grad: 1.40e+00 | Val Loss: 0.5064 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 23:00:17,593 - training.engines.hybrid - INFO - Epoch 24/100, Loss: 0.5214 | Acc: 0.8700 | Grad: 1.74e+00 | Val Loss: 0.4964 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 23:00:35,602 - training.engines.hybrid - INFO - Epoch 25/100, Loss: 0.5164 | Acc: 0.8750 | Grad: 1.14e+00 | Val Loss: 0.4953 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 23:00:54,243 - training.engines.hybrid - INFO - Epoch 26/100, Loss: 0.5115 | Acc: 0.8700 | Grad: 1.54e+00 | Val Loss: 0.4929 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:01:12,427 - training.engines.hybrid - INFO - Epoch 27/100, Loss: 0.5029 | Acc: 0.8750 | Grad: 1.59e+00 | Val Loss: 0.4931 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:01:29,259 - training.engines.hybrid - INFO - Epoch 28/100, Loss: 0.4986 | Acc: 0.8750 | Grad: 1.31e+00 | Val Loss: 0.4840 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:01:47,639 - training.engines.hybrid - INFO - Epoch 29/100, Loss: 0.4955 | Acc: 0.8700 | Grad: 1.50e+00 | Val Loss: 0.4895 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:02:06,501 - training.engines.hybrid - INFO - Epoch 30/100, Loss: 0.4951 | Acc: 0.8700 | Grad: 1.64e+00 | Val Loss: 0.4847 | Val Acc: 0.8000 | LR: 5.00e-02
2026-02-03 23:02:25,171 - training.engines.hybrid - INFO - Epoch 31/100, Loss: 0.4871 | Acc: 0.8700 | Grad: 1.41e+00 | Val Loss: 0.4854 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 23:02:42,794 - training.engines.hybrid - INFO - Epoch 32/100, Loss: 0.4899 | Acc: 0.8550 | Grad: 1.39e+00 | Val Loss: 0.4798 | Val Acc: 0.8000 | LR: 5.00e-02
2026-02-03 23:03:01,126 - training.engines.hybrid - INFO - Epoch 33/100, Loss: 0.4860 | Acc: 0.8550 | Grad: 1.71e+00 | Val Loss: 0.4783 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 23:03:18,562 - training.engines.hybrid - INFO - Epoch 34/100, Loss: 0.4836 | Acc: 0.8550 | Grad: 1.62e+00 | Val Loss: 0.4815 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 23:03:36,774 - training.engines.hybrid - INFO - Epoch 35/100, Loss: 0.4815 | Acc: 0.8600 | Grad: 1.72e+00 | Val Loss: 0.4865 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 23:03:54,511 - training.engines.hybrid - INFO - Epoch 36/100, Loss: 0.4824 | Acc: 0.8550 | Grad: 1.74e+00 | Val Loss: 0.4820 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 23:04:10,625 - training.engines.hybrid - INFO - Epoch 37/100, Loss: 0.4839 | Acc: 0.8550 | Grad: 1.67e+00 | Val Loss: 0.4823 | Val Acc: 0.8000 | LR: 2.50e-02
2026-02-03 23:04:28,845 - training.engines.hybrid - INFO - Epoch 38/100, Loss: 0.4835 | Acc: 0.8650 | Grad: 1.50e+00 | Val Loss: 0.4803 | Val Acc: 0.8000 | LR: 2.50e-02
2026-02-03 23:04:44,945 - training.engines.hybrid - INFO - Epoch 39/100, Loss: 0.4798 | Acc: 0.8550 | Grad: 1.69e+00 | Val Loss: 0.4865 | Val Acc: 0.8000 | LR: 2.50e-02
2026-02-03 23:05:01,992 - training.engines.hybrid - INFO - Epoch 40/100, Loss: 0.4831 | Acc: 0.8650 | Grad: 1.63e+00 | Val Loss: 0.4854 | Val Acc: 0.8000 | LR: 2.50e-02
2026-02-03 23:05:19,609 - training.engines.hybrid - INFO - Epoch 41/100, Loss: 0.4821 | Acc: 0.8450 | Grad: 1.85e+00 | Val Loss: 0.4819 | Val Acc: 0.8200 | LR: 1.25e-02
2026-02-03 23:05:38,151 - training.engines.hybrid - INFO - Epoch 42/100, Loss: 0.4832 | Acc: 0.8550 | Grad: 1.66e+00 | Val Loss: 0.4891 | Val Acc: 0.8000 | LR: 1.25e-02
2026-02-03 23:05:55,185 - training.engines.hybrid - INFO - Epoch 43/100, Loss: 0.4847 | Acc: 0.8550 | Grad: 1.78e+00 | Val Loss: 0.4808 | Val Acc: 0.8000 | LR: 1.25e-02
2026-02-03 23:06:12,493 - training.engines.hybrid - INFO - Epoch 44/100, Loss: 0.4849 | Acc: 0.8450 | Grad: 1.40e+00 | Val Loss: 0.4834 | Val Acc: 0.8000 | LR: 1.25e-02
2026-02-03 23:06:31,253 - training.engines.hybrid - INFO - Epoch 45/100, Loss: 0.4866 | Acc: 0.8500 | Grad: 1.57e+00 | Val Loss: 0.4812 | Val Acc: 0.8000 | LR: 6.25e-03
2026-02-03 23:06:48,751 - training.engines.hybrid - INFO - Epoch 46/100, Loss: 0.4849 | Acc: 0.8600 | Grad: 1.66e+00 | Val Loss: 0.4848 | Val Acc: 0.8200 | LR: 6.25e-03
2026-02-03 23:07:06,688 - training.engines.hybrid - INFO - Epoch 47/100, Loss: 0.4835 | Acc: 0.8500 | Grad: 1.68e+00 | Val Loss: 0.4801 | Val Acc: 0.8200 | LR: 6.25e-03
2026-02-03 23:07:23,817 - training.engines.hybrid - INFO - Epoch 48/100, Loss: 0.4818 | Acc: 0.8500 | Grad: 1.74e+00 | Val Loss: 0.4861 | Val Acc: 0.8000 | LR: 6.25e-03
2026-02-03 23:07:42,174 - training.engines.hybrid - INFO - Epoch 49/100, Loss: 0.4820 | Acc: 0.8550 | Grad: 2.02e+00 | Val Loss: 0.4839 | Val Acc: 0.8200 | LR: 3.13e-03
2026-02-03 23:07:59,035 - training.engines.hybrid - INFO - Epoch 50/100, Loss: 0.4839 | Acc: 0.8500 | Grad: 1.63e+00 | Val Loss: 0.4844 | Val Acc: 0.8000 | LR: 3.13e-03
2026-02-03 23:08:17,849 - training.engines.hybrid - INFO - Epoch 51/100, Loss: 0.4863 | Acc: 0.8500 | Grad: 1.56e+00 | Val Loss: 0.4867 | Val Acc: 0.8000 | LR: 3.13e-03
2026-02-03 23:08:36,060 - training.engines.hybrid - INFO - Epoch 52/100, Loss: 0.4843 | Acc: 0.8550 | Grad: 1.63e+00 | Val Loss: 0.4881 | Val Acc: 0.8200 | LR: 3.13e-03
2026-02-03 23:08:54,726 - training.engines.hybrid - INFO - Epoch 53/100, Loss: 0.4826 | Acc: 0.8500 | Grad: 1.50e+00 | Val Loss: 0.4793 | Val Acc: 0.8200 | LR: 1.56e-03
2026-02-03 23:09:13,504 - training.engines.hybrid - INFO - Epoch 54/100, Loss: 0.4831 | Acc: 0.8600 | Grad: 1.49e+00 | Val Loss: 0.4804 | Val Acc: 0.8000 | LR: 1.56e-03
2026-02-03 23:09:33,162 - training.engines.hybrid - INFO - Epoch 55/100, Loss: 0.4822 | Acc: 0.8500 | Grad: 1.40e+00 | Val Loss: 0.4794 | Val Acc: 0.8000 | LR: 1.56e-03
2026-02-03 23:09:52,230 - training.engines.hybrid - INFO - Epoch 56/100, Loss: 0.4827 | Acc: 0.8500 | Grad: 1.53e+00 | Val Loss: 0.4806 | Val Acc: 0.8000 | LR: 1.56e-03
2026-02-03 23:10:12,057 - training.engines.hybrid - INFO - Epoch 57/100, Loss: 0.4801 | Acc: 0.8550 | Grad: 1.68e+00 | Val Loss: 0.4832 | Val Acc: 0.8000 | LR: 7.81e-04
2026-02-03 23:10:32,660 - training.engines.hybrid - INFO - Epoch 58/100, Loss: 0.4797 | Acc: 0.8600 | Grad: 1.53e+00 | Val Loss: 0.4772 | Val Acc: 0.8000 | LR: 7.81e-04
2026-02-03 23:10:50,311 - training.engines.hybrid - INFO - Epoch 59/100, Loss: 0.4798 | Acc: 0.8550 | Grad: 1.58e+00 | Val Loss: 0.4797 | Val Acc: 0.8000 | LR: 7.81e-04
2026-02-03 23:11:07,785 - training.engines.hybrid - INFO - Epoch 60/100, Loss: 0.4816 | Acc: 0.8600 | Grad: 1.60e+00 | Val Loss: 0.4821 | Val Acc: 0.8000 | LR: 7.81e-04
2026-02-03 23:11:25,061 - training.engines.hybrid - INFO - Epoch 61/100, Loss: 0.4804 | Acc: 0.8500 | Grad: 1.65e+00 | Val Loss: 0.4854 | Val Acc: 0.8000 | LR: 7.81e-04
2026-02-03 23:11:42,725 - training.engines.hybrid - INFO - Epoch 62/100, Loss: 0.4832 | Acc: 0.8500 | Grad: 1.54e+00 | Val Loss: 0.4866 | Val Acc: 0.8000 | LR: 3.91e-04
2026-02-03 23:11:59,587 - training.engines.hybrid - INFO - Epoch 63/100, Loss: 0.4788 | Acc: 0.8450 | Grad: 1.55e+00 | Val Loss: 0.4812 | Val Acc: 0.8200 | LR: 3.91e-04
2026-02-03 23:12:18,034 - training.engines.hybrid - INFO - Epoch 64/100, Loss: 0.4829 | Acc: 0.8500 | Grad: 1.50e+00 | Val Loss: 0.4833 | Val Acc: 0.8000 | LR: 3.91e-04
2026-02-03 23:12:35,600 - training.engines.hybrid - INFO - Epoch 65/100, Loss: 0.4835 | Acc: 0.8500 | Grad: 1.56e+00 | Val Loss: 0.4793 | Val Acc: 0.8000 | LR: 3.91e-04
2026-02-03 23:12:52,957 - training.engines.hybrid - INFO - Epoch 66/100, Loss: 0.4790 | Acc: 0.8500 | Grad: 1.76e+00 | Val Loss: 0.4855 | Val Acc: 0.8200 | LR: 1.95e-04
2026-02-03 23:13:11,449 - training.engines.hybrid - INFO - Epoch 67/100, Loss: 0.4812 | Acc: 0.8550 | Grad: 1.59e+00 | Val Loss: 0.4812 | Val Acc: 0.8000 | LR: 1.95e-04
2026-02-03 23:13:27,796 - training.engines.hybrid - INFO - Epoch 68/100, Loss: 0.4832 | Acc: 0.8550 | Grad: 1.36e+00 | Val Loss: 0.4846 | Val Acc: 0.8200 | LR: 1.95e-04
2026-02-03 23:13:46,632 - training.engines.hybrid - INFO - Epoch 69/100, Loss: 0.4833 | Acc: 0.8500 | Grad: 1.87e+00 | Val Loss: 0.4840 | Val Acc: 0.8000 | LR: 1.95e-04
2026-02-03 23:14:03,196 - training.engines.hybrid - INFO - Epoch 70/100, Loss: 0.4846 | Acc: 0.8550 | Grad: 1.83e+00 | Val Loss: 0.4779 | Val Acc: 0.8000 | LR: 9.77e-05
2026-02-03 23:14:20,770 - training.engines.hybrid - INFO - Epoch 71/100, Loss: 0.4814 | Acc: 0.8500 | Grad: 1.64e+00 | Val Loss: 0.4863 | Val Acc: 0.8000 | LR: 9.77e-05
2026-02-03 23:14:38,539 - training.engines.hybrid - INFO - Epoch 72/100, Loss: 0.4804 | Acc: 0.8550 | Grad: 1.53e+00 | Val Loss: 0.4814 | Val Acc: 0.8000 | LR: 9.77e-05
2026-02-03 23:14:55,273 - training.engines.hybrid - INFO - Epoch 73/100, Loss: 0.4798 | Acc: 0.8550 | Grad: 1.57e+00 | Val Loss: 0.4870 | Val Acc: 0.8000 | LR: 9.77e-05
2026-02-03 23:15:13,844 - training.engines.hybrid - INFO - Epoch 74/100, Loss: 0.4810 | Acc: 0.8550 | Grad: 1.68e+00 | Val Loss: 0.4833 | Val Acc: 0.8000 | LR: 4.88e-05
2026-02-03 23:15:30,864 - training.engines.hybrid - INFO - Epoch 75/100, Loss: 0.4802 | Acc: 0.8550 | Grad: 1.68e+00 | Val Loss: 0.4819 | Val Acc: 0.8000 | LR: 4.88e-05
2026-02-03 23:15:49,859 - training.engines.hybrid - INFO - Epoch 76/100, Loss: 0.4812 | Acc: 0.8600 | Grad: 1.66e+00 | Val Loss: 0.4824 | Val Acc: 0.8400 | LR: 4.88e-05
2026-02-03 23:16:08,071 - training.engines.hybrid - INFO - Epoch 77/100, Loss: 0.4820 | Acc: 0.8550 | Grad: 1.63e+00 | Val Loss: 0.4795 | Val Acc: 0.8200 | LR: 4.88e-05
2026-02-03 23:16:25,594 - training.engines.hybrid - INFO - Epoch 78/100, Loss: 0.4804 | Acc: 0.8550 | Grad: 1.64e+00 | Val Loss: 0.4857 | Val Acc: 0.8000 | LR: 2.44e-05
2026-02-03 23:16:42,197 - training.engines.hybrid - INFO - Epoch 79/100, Loss: 0.4817 | Acc: 0.8550 | Grad: 1.60e+00 | Val Loss: 0.4747 | Val Acc: 0.8000 | LR: 2.44e-05
2026-02-03 23:17:00,057 - training.engines.hybrid - INFO - Epoch 80/100, Loss: 0.4787 | Acc: 0.8550 | Grad: 1.64e+00 | Val Loss: 0.4728 | Val Acc: 0.8200 | LR: 2.44e-05
2026-02-03 23:17:18,740 - training.engines.hybrid - INFO - Epoch 81/100, Loss: 0.4808 | Acc: 0.8550 | Grad: 1.80e+00 | Val Loss: 0.4776 | Val Acc: 0.8000 | LR: 2.44e-05
2026-02-03 23:17:36,227 - training.engines.hybrid - INFO - Epoch 82/100, Loss: 0.4807 | Acc: 0.8550 | Grad: 1.71e+00 | Val Loss: 0.4806 | Val Acc: 0.8200 | LR: 2.44e-05
2026-02-03 23:17:55,117 - training.engines.hybrid - INFO - Epoch 83/100, Loss: 0.4819 | Acc: 0.8550 | Grad: 1.42e+00 | Val Loss: 0.4814 | Val Acc: 0.8000 | LR: 2.44e-05
2026-02-03 23:18:14,159 - training.engines.hybrid - INFO - Epoch 84/100, Loss: 0.4843 | Acc: 0.8500 | Grad: 1.47e+00 | Val Loss: 0.4858 | Val Acc: 0.8000 | LR: 1.22e-05
2026-02-03 23:18:32,610 - training.engines.hybrid - INFO - Epoch 85/100, Loss: 0.4799 | Acc: 0.8400 | Grad: 1.62e+00 | Val Loss: 0.4780 | Val Acc: 0.8200 | LR: 1.22e-05
2026-02-03 23:18:51,887 - training.engines.hybrid - INFO - Epoch 86/100, Loss: 0.4814 | Acc: 0.8450 | Grad: 1.45e+00 | Val Loss: 0.4809 | Val Acc: 0.8000 | LR: 1.22e-05
2026-02-03 23:19:10,401 - training.engines.hybrid - INFO - Epoch 87/100, Loss: 0.4781 | Acc: 0.8600 | Grad: 1.60e+00 | Val Loss: 0.4741 | Val Acc: 0.8000 | LR: 1.22e-05
2026-02-03 23:19:29,295 - training.engines.hybrid - INFO - Epoch 88/100, Loss: 0.4810 | Acc: 0.8600 | Grad: 1.50e+00 | Val Loss: 0.4825 | Val Acc: 0.8000 | LR: 6.10e-06
2026-02-03 23:19:47,493 - training.engines.hybrid - INFO - Epoch 89/100, Loss: 0.4822 | Acc: 0.8450 | Grad: 1.52e+00 | Val Loss: 0.4851 | Val Acc: 0.8000 | LR: 6.10e-06
2026-02-03 23:20:06,321 - training.engines.hybrid - INFO - Epoch 90/100, Loss: 0.4815 | Acc: 0.8500 | Grad: 1.70e+00 | Val Loss: 0.4821 | Val Acc: 0.8200 | LR: 6.10e-06
2026-02-03 23:20:23,785 - training.engines.hybrid - INFO - Epoch 91/100, Loss: 0.4803 | Acc: 0.8550 | Grad: 1.76e+00 | Val Loss: 0.4784 | Val Acc: 0.8000 | LR: 6.10e-06
2026-02-03 23:20:41,569 - training.engines.hybrid - INFO - Epoch 92/100, Loss: 0.4814 | Acc: 0.8600 | Grad: 1.66e+00 | Val Loss: 0.4790 | Val Acc: 0.8200 | LR: 3.05e-06
2026-02-03 23:21:00,331 - training.engines.hybrid - INFO - Epoch 93/100, Loss: 0.4797 | Acc: 0.8650 | Grad: 1.69e+00 | Val Loss: 0.4817 | Val Acc: 0.8000 | LR: 3.05e-06
2026-02-03 23:21:19,439 - training.engines.hybrid - INFO - Epoch 94/100, Loss: 0.4795 | Acc: 0.8450 | Grad: 1.77e+00 | Val Loss: 0.4858 | Val Acc: 0.8200 | LR: 3.05e-06
2026-02-03 23:21:38,209 - training.engines.hybrid - INFO - Epoch 95/100, Loss: 0.4805 | Acc: 0.8550 | Grad: 1.63e+00 | Val Loss: 0.4845 | Val Acc: 0.8000 | LR: 3.05e-06
2026-02-03 23:21:54,827 - training.engines.hybrid - INFO - Epoch 96/100, Loss: 0.4810 | Acc: 0.8650 | Grad: 1.51e+00 | Val Loss: 0.4834 | Val Acc: 0.8000 | LR: 1.53e-06
2026-02-03 23:22:12,819 - training.engines.hybrid - INFO - Epoch 97/100, Loss: 0.4807 | Acc: 0.8500 | Grad: 1.52e+00 | Val Loss: 0.4778 | Val Acc: 0.8000 | LR: 1.53e-06
2026-02-03 23:22:32,008 - training.engines.hybrid - INFO - Epoch 98/100, Loss: 0.4817 | Acc: 0.8600 | Grad: 1.69e+00 | Val Loss: 0.4813 | Val Acc: 0.8000 | LR: 1.53e-06
2026-02-03 23:22:50,986 - training.engines.hybrid - INFO - Epoch 99/100, Loss: 0.4804 | Acc: 0.8600 | Grad: 1.51e+00 | Val Loss: 0.4805 | Val Acc: 0.8000 | LR: 1.53e-06
2026-02-03 23:23:09,526 - training.engines.hybrid - INFO - Epoch 100/100, Loss: 0.4798 | Acc: 0.8500 | Grad: 1.52e+00 | Val Loss: 0.4743 | Val Acc: 0.8000 | LR: 7.63e-07
2026-02-03 23:23:10,652 - training.pipeline - INFO - Pipeline Execution Complete. Final Score: 0.8000
2026-02-03 23:23:10,654 - utils.logger - INFO - Experiment data saved to ./output/train_angle_pca16_20260203_225412
2026-02-03 23:23:10,956 - utils.logger - INFO - Model saved to: ./output/train_angle_pca16_20260203_225412/model/train_angle_pca16_20260203_225412_trained_qcnn.pth
