2026-02-03 20:17:20,673 - __main__ - INFO - Initializing experiment with configuration:
task_name: train
model_type: standard
dataset_name: fashionmnist
data_path: ./data
n_train: 200
n_test: 50
n_val: 50
digits:
- 0
- 2
target_dim: 16
preprocessors:
- autoencoder_16
n_pop: 20
n_gen: 10
n_gates: 200
mutation_rate: 0.1
engine_type: hybrid
train_epochs: 100
train_lr: 0.05
gradient_method: spsa
device: null
use_v2_primitives: true
use_scheduler: true
scheduler_patience: 3
scheduler_factor: 0.5
strategy_type: hybrid
eval_epochs: 5
eval_lr: 0.01
eval_max_iter: 50
feature_map_type: angle
num_qubits: 16
verbose: true
seed: 42
save_dir: ./output
notifications:
  enabled: false
  title: QCNN Training

2026-02-03 20:17:20,673 - data.dataset.fashion_mnist_dataset - INFO - Loading FashionMNIST data from ./data
2026-02-03 20:17:20,717 - data.preprocessor.autoencoder - INFO - Loading pre-trained Autoencoder from: /Users/xunflowerrr/Main/Work/GithubRepository/QCNN_project/src/data/preprocessor/autoencoders/conv_ae_fashionmnist_16.pth
2026-02-03 20:17:20,975 - __main__ - INFO - Starting Task: Standard Training
2026-02-03 20:17:20,975 - training.engines.hybrid - INFO - HybridEngine using device: mps
2026-02-03 20:17:20,975 - training.engines.hybrid - INFO - HybridEngine: Using gradient method: spsa
2026-02-03 20:17:20,975 - training.pipeline - INFO - Executing Production Pipeline for model: StandardQCNN
2026-02-03 20:17:20,978 - training.pipeline - INFO - Circuit built. Num Qubits: 16, Num Params: 123
2026-02-03 20:17:20,978 - training.engines.hybrid - INFO - HybridEngine: Optimizing 123 parameters.
2026-02-03 20:17:20,985 - training.engines.hybrid - INFO - HybridEngine: Initialized weights with uniform distribution [-0.5, 0.5]
2026-02-03 20:17:20,985 - training.engines.hybrid - WARNING - Using MPS (Metal Performance Shaders). If gradients are zero, try 'engine.device=cpu'.
2026-02-03 20:17:25,150 - training.engines.hybrid - INFO - Epoch 1/100, Loss: 1.0346 | Acc: 0.4700 | Grad: 2.20e+00 | Val Loss: 0.9918 | Val Acc: 0.5000 | LR: 5.00e-02
2026-02-03 20:18:09,352 - training.engines.hybrid - INFO - Epoch 12/100, Loss: 0.9228 | Acc: 0.7750 | Grad: 9.91e-01 | Val Loss: 0.9024 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 20:18:13,865 - training.engines.hybrid - INFO - Epoch 13/100, Loss: 0.9136 | Acc: 0.8000 | Grad: 8.66e-01 | Val Loss: 0.8962 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:18:18,202 - training.engines.hybrid - INFO - Epoch 14/100, Loss: 0.9073 | Acc: 0.7950 | Grad: 8.98e-01 | Val Loss: 0.8833 | Val Acc: 0.8000 | LR: 5.00e-02
2026-02-03 20:18:22,526 - training.engines.hybrid - INFO - Epoch 15/100, Loss: 0.8978 | Acc: 0.8100 | Grad: 9.76e-01 | Val Loss: 0.8744 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:18:26,888 - training.engines.hybrid - INFO - Epoch 16/100, Loss: 0.8879 | Acc: 0.7800 | Grad: 9.92e-01 | Val Loss: 0.8698 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 20:18:31,209 - training.engines.hybrid - INFO - Epoch 17/100, Loss: 0.8787 | Acc: 0.7950 | Grad: 8.84e-01 | Val Loss: 0.8538 | Val Acc: 0.8000 | LR: 5.00e-02
2026-02-03 20:18:35,688 - training.engines.hybrid - INFO - Epoch 18/100, Loss: 0.8644 | Acc: 0.8000 | Grad: 1.02e+00 | Val Loss: 0.8466 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 20:18:39,965 - training.engines.hybrid - INFO - Epoch 19/100, Loss: 0.8573 | Acc: 0.7900 | Grad: 1.11e+00 | Val Loss: 0.8302 | Val Acc: 0.8000 | LR: 5.00e-02
2026-02-03 20:18:44,329 - training.engines.hybrid - INFO - Epoch 20/100, Loss: 0.8546 | Acc: 0.7750 | Grad: 1.19e+00 | Val Loss: 0.8257 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 20:18:48,460 - training.engines.hybrid - INFO - Epoch 21/100, Loss: 0.8394 | Acc: 0.7750 | Grad: 1.19e+00 | Val Loss: 0.8018 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 20:18:52,549 - training.engines.hybrid - INFO - Epoch 22/100, Loss: 0.8341 | Acc: 0.7650 | Grad: 1.42e+00 | Val Loss: 0.7965 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 20:18:56,620 - training.engines.hybrid - INFO - Epoch 23/100, Loss: 0.8236 | Acc: 0.7700 | Grad: 1.44e+00 | Val Loss: 0.7944 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 20:19:00,768 - training.engines.hybrid - INFO - Epoch 24/100, Loss: 0.8157 | Acc: 0.7850 | Grad: 1.37e+00 | Val Loss: 0.7840 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 20:19:04,883 - training.engines.hybrid - INFO - Epoch 25/100, Loss: 0.8129 | Acc: 0.7700 | Grad: 1.57e+00 | Val Loss: 0.7742 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 20:19:08,998 - training.engines.hybrid - INFO - Epoch 26/100, Loss: 0.8042 | Acc: 0.7900 | Grad: 1.62e+00 | Val Loss: 0.7807 | Val Acc: 0.8000 | LR: 5.00e-02
2026-02-03 20:19:13,089 - training.engines.hybrid - INFO - Epoch 27/100, Loss: 0.7997 | Acc: 0.7750 | Grad: 1.40e+00 | Val Loss: 0.7639 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 20:19:17,404 - training.engines.hybrid - INFO - Epoch 28/100, Loss: 0.7929 | Acc: 0.7900 | Grad: 1.59e+00 | Val Loss: 0.7675 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 20:19:21,543 - training.engines.hybrid - INFO - Epoch 29/100, Loss: 0.7900 | Acc: 0.7850 | Grad: 1.57e+00 | Val Loss: 0.7593 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 20:19:25,748 - training.engines.hybrid - INFO - Epoch 30/100, Loss: 0.7821 | Acc: 0.7900 | Grad: 1.57e+00 | Val Loss: 0.7576 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 20:19:29,944 - training.engines.hybrid - INFO - Epoch 31/100, Loss: 0.7795 | Acc: 0.8000 | Grad: 1.44e+00 | Val Loss: 0.7547 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:19:34,111 - training.engines.hybrid - INFO - Epoch 32/100, Loss: 0.7717 | Acc: 0.7950 | Grad: 1.39e+00 | Val Loss: 0.7465 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 20:19:38,248 - training.engines.hybrid - INFO - Epoch 33/100, Loss: 0.7659 | Acc: 0.8200 | Grad: 1.61e+00 | Val Loss: 0.7414 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 20:19:42,398 - training.engines.hybrid - INFO - Epoch 34/100, Loss: 0.7599 | Acc: 0.8200 | Grad: 1.39e+00 | Val Loss: 0.7298 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:19:46,583 - training.engines.hybrid - INFO - Epoch 35/100, Loss: 0.7562 | Acc: 0.8250 | Grad: 1.64e+00 | Val Loss: 0.7308 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 20:19:50,732 - training.engines.hybrid - INFO - Epoch 36/100, Loss: 0.7469 | Acc: 0.8350 | Grad: 1.49e+00 | Val Loss: 0.7214 | Val Acc: 0.9000 | LR: 5.00e-02
2026-02-03 20:19:54,856 - training.engines.hybrid - INFO - Epoch 37/100, Loss: 0.7411 | Acc: 0.8500 | Grad: 1.28e+00 | Val Loss: 0.7150 | Val Acc: 0.9000 | LR: 5.00e-02
2026-02-03 20:19:59,041 - training.engines.hybrid - INFO - Epoch 38/100, Loss: 0.7359 | Acc: 0.8500 | Grad: 1.45e+00 | Val Loss: 0.7142 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 20:20:03,283 - training.engines.hybrid - INFO - Epoch 39/100, Loss: 0.7292 | Acc: 0.8650 | Grad: 1.39e+00 | Val Loss: 0.7177 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 20:20:07,464 - training.engines.hybrid - INFO - Epoch 40/100, Loss: 0.7240 | Acc: 0.8700 | Grad: 1.16e+00 | Val Loss: 0.6977 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 20:20:11,741 - training.engines.hybrid - INFO - Epoch 41/100, Loss: 0.7186 | Acc: 0.8650 | Grad: 1.36e+00 | Val Loss: 0.7014 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 20:20:16,016 - training.engines.hybrid - INFO - Epoch 42/100, Loss: 0.7123 | Acc: 0.8600 | Grad: 1.33e+00 | Val Loss: 0.6863 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 20:20:20,231 - training.engines.hybrid - INFO - Epoch 43/100, Loss: 0.7022 | Acc: 0.8800 | Grad: 1.50e+00 | Val Loss: 0.6814 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 20:20:24,437 - training.engines.hybrid - INFO - Epoch 44/100, Loss: 0.6954 | Acc: 0.8800 | Grad: 1.17e+00 | Val Loss: 0.6741 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 20:20:28,656 - training.engines.hybrid - INFO - Epoch 45/100, Loss: 0.6868 | Acc: 0.8650 | Grad: 1.14e+00 | Val Loss: 0.6642 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 20:20:32,921 - training.engines.hybrid - INFO - Epoch 46/100, Loss: 0.6777 | Acc: 0.8750 | Grad: 1.05e+00 | Val Loss: 0.6573 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:20:37,108 - training.engines.hybrid - INFO - Epoch 47/100, Loss: 0.6661 | Acc: 0.8700 | Grad: 1.46e+00 | Val Loss: 0.6421 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:20:41,327 - training.engines.hybrid - INFO - Epoch 48/100, Loss: 0.6586 | Acc: 0.8750 | Grad: 1.45e+00 | Val Loss: 0.6285 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:20:45,535 - training.engines.hybrid - INFO - Epoch 49/100, Loss: 0.6417 | Acc: 0.8700 | Grad: 1.24e+00 | Val Loss: 0.6208 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:20:49,768 - training.engines.hybrid - INFO - Epoch 50/100, Loss: 0.6344 | Acc: 0.8800 | Grad: 1.21e+00 | Val Loss: 0.6108 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:20:53,942 - training.engines.hybrid - INFO - Epoch 51/100, Loss: 0.6210 | Acc: 0.8800 | Grad: 1.43e+00 | Val Loss: 0.5925 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:20:58,151 - training.engines.hybrid - INFO - Epoch 52/100, Loss: 0.6118 | Acc: 0.8900 | Grad: 1.40e+00 | Val Loss: 0.5814 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:21:02,432 - training.engines.hybrid - INFO - Epoch 53/100, Loss: 0.5985 | Acc: 0.8950 | Grad: 1.53e+00 | Val Loss: 0.5638 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 20:21:06,648 - training.engines.hybrid - INFO - Epoch 54/100, Loss: 0.5848 | Acc: 0.8850 | Grad: 1.45e+00 | Val Loss: 0.5524 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 20:21:10,925 - training.engines.hybrid - INFO - Epoch 55/100, Loss: 0.5755 | Acc: 0.8850 | Grad: 1.62e+00 | Val Loss: 0.5349 | Val Acc: 0.8800 | LR: 5.00e-02
2026-02-03 20:21:15,110 - training.engines.hybrid - INFO - Epoch 56/100, Loss: 0.5571 | Acc: 0.9100 | Grad: 1.52e+00 | Val Loss: 0.5267 | Val Acc: 0.9000 | LR: 5.00e-02
2026-02-03 20:21:19,371 - training.engines.hybrid - INFO - Epoch 57/100, Loss: 0.5454 | Acc: 0.9100 | Grad: 1.38e+00 | Val Loss: 0.5079 | Val Acc: 0.9200 | LR: 5.00e-02
2026-02-03 20:21:23,600 - training.engines.hybrid - INFO - Epoch 58/100, Loss: 0.5345 | Acc: 0.9150 | Grad: 1.50e+00 | Val Loss: 0.4997 | Val Acc: 0.9600 | LR: 5.00e-02
2026-02-03 20:21:27,777 - training.engines.hybrid - INFO - Epoch 59/100, Loss: 0.5284 | Acc: 0.9050 | Grad: 1.53e+00 | Val Loss: 0.4952 | Val Acc: 0.9600 | LR: 5.00e-02
2026-02-03 20:21:32,006 - training.engines.hybrid - INFO - Epoch 60/100, Loss: 0.5217 | Acc: 0.9150 | Grad: 1.55e+00 | Val Loss: 0.4861 | Val Acc: 0.9600 | LR: 5.00e-02
2026-02-03 20:21:36,291 - training.engines.hybrid - INFO - Epoch 61/100, Loss: 0.5152 | Acc: 0.9200 | Grad: 1.47e+00 | Val Loss: 0.4839 | Val Acc: 0.9600 | LR: 5.00e-02
2026-02-03 20:21:40,550 - training.engines.hybrid - INFO - Epoch 62/100, Loss: 0.5152 | Acc: 0.9200 | Grad: 1.51e+00 | Val Loss: 0.4825 | Val Acc: 0.9600 | LR: 5.00e-02
2026-02-03 20:21:44,844 - training.engines.hybrid - INFO - Epoch 63/100, Loss: 0.5127 | Acc: 0.9200 | Grad: 1.51e+00 | Val Loss: 0.4802 | Val Acc: 0.9600 | LR: 5.00e-02
2026-02-03 20:21:49,179 - training.engines.hybrid - INFO - Epoch 64/100, Loss: 0.5101 | Acc: 0.9150 | Grad: 1.51e+00 | Val Loss: 0.4760 | Val Acc: 0.9800 | LR: 5.00e-02
2026-02-03 20:21:53,468 - training.engines.hybrid - INFO - Epoch 65/100, Loss: 0.5023 | Acc: 0.9100 | Grad: 1.69e+00 | Val Loss: 0.4766 | Val Acc: 0.9800 | LR: 5.00e-02
2026-02-03 20:21:57,756 - training.engines.hybrid - INFO - Epoch 66/100, Loss: 0.5042 | Acc: 0.9150 | Grad: 1.38e+00 | Val Loss: 0.4725 | Val Acc: 0.9800 | LR: 5.00e-02
2026-02-03 20:22:02,128 - training.engines.hybrid - INFO - Epoch 67/100, Loss: 0.5014 | Acc: 0.9100 | Grad: 1.45e+00 | Val Loss: 0.4805 | Val Acc: 0.9800 | LR: 5.00e-02
2026-02-03 20:22:06,551 - training.engines.hybrid - INFO - Epoch 68/100, Loss: 0.5028 | Acc: 0.9200 | Grad: 1.31e+00 | Val Loss: 0.4860 | Val Acc: 0.9800 | LR: 5.00e-02
2026-02-03 20:22:10,942 - training.engines.hybrid - INFO - Epoch 69/100, Loss: 0.5028 | Acc: 0.9150 | Grad: 1.40e+00 | Val Loss: 0.4798 | Val Acc: 0.9800 | LR: 5.00e-02
2026-02-03 20:22:15,350 - training.engines.hybrid - INFO - Epoch 70/100, Loss: 0.5082 | Acc: 0.9150 | Grad: 1.55e+00 | Val Loss: 0.4805 | Val Acc: 0.9800 | LR: 2.50e-02
2026-02-03 20:22:19,785 - training.engines.hybrid - INFO - Epoch 71/100, Loss: 0.5058 | Acc: 0.9150 | Grad: 1.56e+00 | Val Loss: 0.4816 | Val Acc: 0.9800 | LR: 2.50e-02
2026-02-03 20:22:24,228 - training.engines.hybrid - INFO - Epoch 72/100, Loss: 0.5095 | Acc: 0.9150 | Grad: 1.35e+00 | Val Loss: 0.4844 | Val Acc: 0.9800 | LR: 2.50e-02
2026-02-03 20:22:28,634 - training.engines.hybrid - INFO - Epoch 73/100, Loss: 0.5083 | Acc: 0.9150 | Grad: 1.70e+00 | Val Loss: 0.4844 | Val Acc: 0.9800 | LR: 2.50e-02
2026-02-03 20:22:33,093 - training.engines.hybrid - INFO - Epoch 74/100, Loss: 0.5059 | Acc: 0.9050 | Grad: 1.60e+00 | Val Loss: 0.4844 | Val Acc: 0.9800 | LR: 1.25e-02
2026-02-03 20:22:37,487 - training.engines.hybrid - INFO - Epoch 75/100, Loss: 0.5045 | Acc: 0.9100 | Grad: 1.49e+00 | Val Loss: 0.4837 | Val Acc: 0.9800 | LR: 1.25e-02
2026-02-03 20:22:41,928 - training.engines.hybrid - INFO - Epoch 76/100, Loss: 0.5028 | Acc: 0.9100 | Grad: 1.82e+00 | Val Loss: 0.4799 | Val Acc: 0.9800 | LR: 1.25e-02
2026-02-03 20:22:46,359 - training.engines.hybrid - INFO - Epoch 77/100, Loss: 0.5019 | Acc: 0.9150 | Grad: 1.71e+00 | Val Loss: 0.4792 | Val Acc: 0.9800 | LR: 1.25e-02
2026-02-03 20:22:50,935 - training.engines.hybrid - INFO - Epoch 78/100, Loss: 0.4962 | Acc: 0.9150 | Grad: 1.67e+00 | Val Loss: 0.4818 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:22:55,366 - training.engines.hybrid - INFO - Epoch 79/100, Loss: 0.4982 | Acc: 0.9150 | Grad: 1.50e+00 | Val Loss: 0.4746 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:22:59,812 - training.engines.hybrid - INFO - Epoch 80/100, Loss: 0.4968 | Acc: 0.9100 | Grad: 1.57e+00 | Val Loss: 0.4780 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:23:04,340 - training.engines.hybrid - INFO - Epoch 81/100, Loss: 0.4997 | Acc: 0.9100 | Grad: 1.69e+00 | Val Loss: 0.4772 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:23:08,771 - training.engines.hybrid - INFO - Epoch 82/100, Loss: 0.5003 | Acc: 0.9100 | Grad: 1.53e+00 | Val Loss: 0.4700 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:23:13,290 - training.engines.hybrid - INFO - Epoch 83/100, Loss: 0.4972 | Acc: 0.9100 | Grad: 1.59e+00 | Val Loss: 0.4695 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:23:17,802 - training.engines.hybrid - INFO - Epoch 84/100, Loss: 0.4932 | Acc: 0.9100 | Grad: 1.54e+00 | Val Loss: 0.4679 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:23:22,253 - training.engines.hybrid - INFO - Epoch 85/100, Loss: 0.4910 | Acc: 0.9050 | Grad: 1.55e+00 | Val Loss: 0.4697 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:23:26,744 - training.engines.hybrid - INFO - Epoch 86/100, Loss: 0.4902 | Acc: 0.9100 | Grad: 1.53e+00 | Val Loss: 0.4615 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:23:31,278 - training.engines.hybrid - INFO - Epoch 87/100, Loss: 0.4883 | Acc: 0.9150 | Grad: 1.64e+00 | Val Loss: 0.4613 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:23:35,814 - training.engines.hybrid - INFO - Epoch 88/100, Loss: 0.4855 | Acc: 0.9100 | Grad: 1.70e+00 | Val Loss: 0.4590 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:23:40,303 - training.engines.hybrid - INFO - Epoch 89/100, Loss: 0.4833 | Acc: 0.9100 | Grad: 1.71e+00 | Val Loss: 0.4579 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:23:44,835 - training.engines.hybrid - INFO - Epoch 90/100, Loss: 0.4810 | Acc: 0.9150 | Grad: 1.40e+00 | Val Loss: 0.4584 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:23:50,032 - training.engines.hybrid - INFO - Epoch 91/100, Loss: 0.4816 | Acc: 0.9100 | Grad: 1.52e+00 | Val Loss: 0.4547 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:23:54,574 - training.engines.hybrid - INFO - Epoch 92/100, Loss: 0.4791 | Acc: 0.9150 | Grad: 1.45e+00 | Val Loss: 0.4493 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:23:59,107 - training.engines.hybrid - INFO - Epoch 93/100, Loss: 0.4769 | Acc: 0.9100 | Grad: 1.48e+00 | Val Loss: 0.4488 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:24:03,642 - training.engines.hybrid - INFO - Epoch 94/100, Loss: 0.4779 | Acc: 0.9150 | Grad: 1.32e+00 | Val Loss: 0.4491 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:24:08,103 - training.engines.hybrid - INFO - Epoch 95/100, Loss: 0.4756 | Acc: 0.9150 | Grad: 1.46e+00 | Val Loss: 0.4524 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:24:12,615 - training.engines.hybrid - INFO - Epoch 96/100, Loss: 0.4733 | Acc: 0.9150 | Grad: 1.51e+00 | Val Loss: 0.4495 | Val Acc: 0.9800 | LR: 6.25e-03
2026-02-03 20:24:17,202 - training.engines.hybrid - INFO - Epoch 97/100, Loss: 0.4732 | Acc: 0.9150 | Grad: 1.52e+00 | Val Loss: 0.4489 | Val Acc: 0.9800 | LR: 3.13e-03
2026-02-03 20:24:21,805 - training.engines.hybrid - INFO - Epoch 98/100, Loss: 0.4698 | Acc: 0.9150 | Grad: 1.65e+00 | Val Loss: 0.4496 | Val Acc: 0.9800 | LR: 3.13e-03
2026-02-03 20:24:26,310 - training.engines.hybrid - INFO - Epoch 99/100, Loss: 0.4701 | Acc: 0.9100 | Grad: 1.68e+00 | Val Loss: 0.4467 | Val Acc: 0.9800 | LR: 3.13e-03
2026-02-03 20:24:30,887 - training.engines.hybrid - INFO - Epoch 100/100, Loss: 0.4681 | Acc: 0.9150 | Grad: 1.55e+00 | Val Loss: 0.4462 | Val Acc: 0.9800 | LR: 3.13e-03
2026-02-03 20:24:31,066 - training.pipeline - INFO - Pipeline Execution Complete. Final Score: 0.9200
2026-02-03 20:24:31,067 - utils.logger - INFO - Experiment data saved to ./output/train_angle_autoencoder16_20260203_201720
2026-02-03 20:24:31,221 - utils.logger - INFO - Model saved to: ./output/train_angle_autoencoder16_20260203_201720/model/train_angle_autoencoder16_20260203_201720_trained_qcnn.pth
