2026-02-03 22:54:28,232 - __main__ - INFO - Initializing experiment with configuration:
task_name: train
model_type: standard
dataset_name: mnist
data_path: ./data
n_train: 200
n_test: 50
n_val: 50
digits:
- 6
- 9
target_dim: 16
preprocessors:
- pca_16
n_pop: 20
n_gen: 10
n_gates: 200
mutation_rate: 0.1
engine_type: hybrid
train_epochs: 100
train_lr: 0.05
gradient_method: spsa
device: null
use_v2_primitives: true
use_scheduler: true
scheduler_patience: 3
scheduler_factor: 0.5
strategy_type: hybrid
eval_epochs: 5
eval_lr: 0.01
eval_max_iter: 50
feature_map_type: angle
num_qubits: 16
verbose: true
seed: 42
save_dir: ./output
notifications:
  enabled: false
  title: QCNN Training

2026-02-03 22:54:28,232 - data.dataset.mnist_dataset - INFO - Loading MNIST data from ./data
2026-02-03 22:54:28,289 - __main__ - INFO - Starting Task: Standard Training
2026-02-03 22:54:28,304 - training.engines.hybrid - INFO - HybridEngine using device: mps
2026-02-03 22:54:28,304 - training.engines.hybrid - INFO - HybridEngine: Using gradient method: spsa
2026-02-03 22:54:28,305 - training.pipeline - INFO - Executing Production Pipeline for model: StandardQCNN
2026-02-03 22:54:28,307 - training.pipeline - INFO - Circuit built. Num Qubits: 16, Num Params: 123
2026-02-03 22:54:28,308 - training.engines.hybrid - INFO - HybridEngine: Optimizing 123 parameters.
2026-02-03 22:54:28,348 - training.engines.hybrid - INFO - HybridEngine: Initialized weights with uniform distribution [-0.5, 0.5]
2026-02-03 22:54:28,349 - training.engines.hybrid - WARNING - Using MPS (Metal Performance Shaders). If gradients are zero, try 'engine.device=cpu'.
2026-02-03 22:54:40,229 - training.engines.hybrid - INFO - Epoch 1/100, Loss: 2.2581 | Acc: 0.0050 | Grad: 3.03e+00 | Val Loss: 1.8949 | Val Acc: 0.0000 | LR: 5.00e-02
2026-02-03 22:57:22,244 - training.engines.hybrid - INFO - Epoch 12/100, Loss: 0.9260 | Acc: 0.6000 | Grad: 1.24e+00 | Val Loss: 0.8588 | Val Acc: 0.7600 | LR: 5.00e-02
2026-02-03 22:57:39,796 - training.engines.hybrid - INFO - Epoch 13/100, Loss: 0.8993 | Acc: 0.6550 | Grad: 1.13e+00 | Val Loss: 0.8425 | Val Acc: 0.7600 | LR: 5.00e-02
2026-02-03 22:57:58,321 - training.engines.hybrid - INFO - Epoch 14/100, Loss: 0.8747 | Acc: 0.7100 | Grad: 1.14e+00 | Val Loss: 0.8138 | Val Acc: 0.8000 | LR: 5.00e-02
2026-02-03 22:58:16,167 - training.engines.hybrid - INFO - Epoch 15/100, Loss: 0.8443 | Acc: 0.7450 | Grad: 1.31e+00 | Val Loss: 0.7928 | Val Acc: 0.7800 | LR: 5.00e-02
2026-02-03 22:58:34,769 - training.engines.hybrid - INFO - Epoch 16/100, Loss: 0.8223 | Acc: 0.7900 | Grad: 1.15e+00 | Val Loss: 0.7767 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 22:58:52,513 - training.engines.hybrid - INFO - Epoch 17/100, Loss: 0.8015 | Acc: 0.8150 | Grad: 1.16e+00 | Val Loss: 0.7524 | Val Acc: 0.9200 | LR: 5.00e-02
2026-02-03 22:59:08,902 - training.engines.hybrid - INFO - Epoch 18/100, Loss: 0.7731 | Acc: 0.8650 | Grad: 1.44e+00 | Val Loss: 0.7367 | Val Acc: 0.9400 | LR: 5.00e-02
2026-02-03 22:59:26,535 - training.engines.hybrid - INFO - Epoch 19/100, Loss: 0.7449 | Acc: 0.8900 | Grad: 1.19e+00 | Val Loss: 0.7183 | Val Acc: 0.9200 | LR: 5.00e-02
2026-02-03 22:59:44,162 - training.engines.hybrid - INFO - Epoch 20/100, Loss: 0.7186 | Acc: 0.9000 | Grad: 1.12e+00 | Val Loss: 0.6903 | Val Acc: 0.9200 | LR: 5.00e-02
2026-02-03 23:00:02,894 - training.engines.hybrid - INFO - Epoch 21/100, Loss: 0.6941 | Acc: 0.9100 | Grad: 1.07e+00 | Val Loss: 0.6630 | Val Acc: 0.9400 | LR: 5.00e-02
2026-02-03 23:00:20,551 - training.engines.hybrid - INFO - Epoch 22/100, Loss: 0.6655 | Acc: 0.9350 | Grad: 1.14e+00 | Val Loss: 0.6369 | Val Acc: 0.9400 | LR: 5.00e-02
2026-02-03 23:00:39,235 - training.engines.hybrid - INFO - Epoch 23/100, Loss: 0.6378 | Acc: 0.9550 | Grad: 9.21e-01 | Val Loss: 0.6120 | Val Acc: 0.9800 | LR: 5.00e-02
2026-02-03 23:00:57,956 - training.engines.hybrid - INFO - Epoch 24/100, Loss: 0.6081 | Acc: 0.9500 | Grad: 9.68e-01 | Val Loss: 0.5920 | Val Acc: 0.9600 | LR: 5.00e-02
2026-02-03 23:01:15,276 - training.engines.hybrid - INFO - Epoch 25/100, Loss: 0.5844 | Acc: 0.9500 | Grad: 9.53e-01 | Val Loss: 0.5681 | Val Acc: 0.9600 | LR: 5.00e-02
2026-02-03 23:01:32,835 - training.engines.hybrid - INFO - Epoch 26/100, Loss: 0.5565 | Acc: 0.9550 | Grad: 1.04e+00 | Val Loss: 0.5514 | Val Acc: 0.9600 | LR: 5.00e-02
2026-02-03 23:01:51,124 - training.engines.hybrid - INFO - Epoch 27/100, Loss: 0.5334 | Acc: 0.9600 | Grad: 1.09e+00 | Val Loss: 0.5267 | Val Acc: 0.9600 | LR: 5.00e-02
2026-02-03 23:02:09,885 - training.engines.hybrid - INFO - Epoch 28/100, Loss: 0.5090 | Acc: 0.9650 | Grad: 1.06e+00 | Val Loss: 0.5031 | Val Acc: 0.9800 | LR: 5.00e-02
2026-02-03 23:02:28,257 - training.engines.hybrid - INFO - Epoch 29/100, Loss: 0.4830 | Acc: 0.9700 | Grad: 9.79e-01 | Val Loss: 0.4772 | Val Acc: 0.9800 | LR: 5.00e-02
2026-02-03 23:02:46,630 - training.engines.hybrid - INFO - Epoch 30/100, Loss: 0.4583 | Acc: 0.9750 | Grad: 9.94e-01 | Val Loss: 0.4521 | Val Acc: 0.9800 | LR: 5.00e-02
2026-02-03 23:03:04,741 - training.engines.hybrid - INFO - Epoch 31/100, Loss: 0.4330 | Acc: 0.9800 | Grad: 1.20e+00 | Val Loss: 0.4323 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:03:22,816 - training.engines.hybrid - INFO - Epoch 32/100, Loss: 0.4065 | Acc: 0.9900 | Grad: 1.08e+00 | Val Loss: 0.4019 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:03:41,645 - training.engines.hybrid - INFO - Epoch 33/100, Loss: 0.3776 | Acc: 0.9950 | Grad: 1.00e+00 | Val Loss: 0.3713 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:03:58,478 - training.engines.hybrid - INFO - Epoch 34/100, Loss: 0.3508 | Acc: 0.9950 | Grad: 9.67e-01 | Val Loss: 0.3365 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:04:15,319 - training.engines.hybrid - INFO - Epoch 35/100, Loss: 0.3194 | Acc: 0.9950 | Grad: 9.92e-01 | Val Loss: 0.3099 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:04:32,663 - training.engines.hybrid - INFO - Epoch 36/100, Loss: 0.2877 | Acc: 0.9950 | Grad: 9.74e-01 | Val Loss: 0.2822 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:04:49,357 - training.engines.hybrid - INFO - Epoch 37/100, Loss: 0.2599 | Acc: 0.9950 | Grad: 9.87e-01 | Val Loss: 0.2506 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:05:05,986 - training.engines.hybrid - INFO - Epoch 38/100, Loss: 0.2332 | Acc: 0.9950 | Grad: 9.35e-01 | Val Loss: 0.2210 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:05:24,642 - training.engines.hybrid - INFO - Epoch 39/100, Loss: 0.2064 | Acc: 0.9950 | Grad: 9.77e-01 | Val Loss: 0.1954 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:05:42,717 - training.engines.hybrid - INFO - Epoch 40/100, Loss: 0.1833 | Acc: 0.9950 | Grad: 8.82e-01 | Val Loss: 0.1748 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:05:59,773 - training.engines.hybrid - INFO - Epoch 41/100, Loss: 0.1617 | Acc: 0.9950 | Grad: 9.00e-01 | Val Loss: 0.1524 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:06:17,762 - training.engines.hybrid - INFO - Epoch 42/100, Loss: 0.1453 | Acc: 0.9950 | Grad: 8.98e-01 | Val Loss: 0.1378 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:06:36,482 - training.engines.hybrid - INFO - Epoch 43/100, Loss: 0.1308 | Acc: 0.9950 | Grad: 9.03e-01 | Val Loss: 0.1225 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:06:53,359 - training.engines.hybrid - INFO - Epoch 44/100, Loss: 0.1169 | Acc: 0.9950 | Grad: 1.01e+00 | Val Loss: 0.1120 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:07:11,920 - training.engines.hybrid - INFO - Epoch 45/100, Loss: 0.1065 | Acc: 0.9950 | Grad: 9.12e-01 | Val Loss: 0.0991 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:07:28,930 - training.engines.hybrid - INFO - Epoch 46/100, Loss: 0.0971 | Acc: 0.9950 | Grad: 9.01e-01 | Val Loss: 0.0907 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:07:46,534 - training.engines.hybrid - INFO - Epoch 47/100, Loss: 0.0901 | Acc: 0.9950 | Grad: 7.88e-01 | Val Loss: 0.0831 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:08:04,206 - training.engines.hybrid - INFO - Epoch 48/100, Loss: 0.0827 | Acc: 0.9950 | Grad: 7.84e-01 | Val Loss: 0.0788 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:08:23,152 - training.engines.hybrid - INFO - Epoch 49/100, Loss: 0.0780 | Acc: 0.9950 | Grad: 7.55e-01 | Val Loss: 0.0715 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:08:40,770 - training.engines.hybrid - INFO - Epoch 50/100, Loss: 0.0727 | Acc: 0.9950 | Grad: 9.19e-01 | Val Loss: 0.0674 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:09:01,335 - training.engines.hybrid - INFO - Epoch 51/100, Loss: 0.0695 | Acc: 0.9950 | Grad: 7.80e-01 | Val Loss: 0.0653 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:09:20,310 - training.engines.hybrid - INFO - Epoch 52/100, Loss: 0.0648 | Acc: 0.9950 | Grad: 8.52e-01 | Val Loss: 0.0601 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:09:38,768 - training.engines.hybrid - INFO - Epoch 53/100, Loss: 0.0601 | Acc: 0.9950 | Grad: 8.44e-01 | Val Loss: 0.0568 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:09:58,404 - training.engines.hybrid - INFO - Epoch 54/100, Loss: 0.0566 | Acc: 0.9950 | Grad: 8.68e-01 | Val Loss: 0.0556 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:10:18,607 - training.engines.hybrid - INFO - Epoch 55/100, Loss: 0.0532 | Acc: 0.9950 | Grad: 8.29e-01 | Val Loss: 0.0546 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:10:38,954 - training.engines.hybrid - INFO - Epoch 56/100, Loss: 0.0512 | Acc: 0.9950 | Grad: 8.75e-01 | Val Loss: 0.0514 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:10:57,524 - training.engines.hybrid - INFO - Epoch 57/100, Loss: 0.0499 | Acc: 0.9950 | Grad: 9.03e-01 | Val Loss: 0.0494 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:11:15,732 - training.engines.hybrid - INFO - Epoch 58/100, Loss: 0.0486 | Acc: 0.9950 | Grad: 9.66e-01 | Val Loss: 0.0473 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:11:34,037 - training.engines.hybrid - INFO - Epoch 59/100, Loss: 0.0473 | Acc: 0.9950 | Grad: 8.22e-01 | Val Loss: 0.0501 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:11:51,508 - training.engines.hybrid - INFO - Epoch 60/100, Loss: 0.0455 | Acc: 0.9950 | Grad: 7.94e-01 | Val Loss: 0.0452 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:12:10,432 - training.engines.hybrid - INFO - Epoch 61/100, Loss: 0.0463 | Acc: 0.9950 | Grad: 9.03e-01 | Val Loss: 0.0487 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:12:28,909 - training.engines.hybrid - INFO - Epoch 62/100, Loss: 0.0456 | Acc: 0.9950 | Grad: 7.81e-01 | Val Loss: 0.0484 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:12:46,132 - training.engines.hybrid - INFO - Epoch 63/100, Loss: 0.0442 | Acc: 0.9950 | Grad: 8.10e-01 | Val Loss: 0.0500 | Val Acc: 1.0000 | LR: 5.00e-02
2026-02-03 23:13:04,964 - training.engines.hybrid - INFO - Epoch 64/100, Loss: 0.0442 | Acc: 0.9950 | Grad: 9.62e-01 | Val Loss: 0.0491 | Val Acc: 1.0000 | LR: 2.50e-02
2026-02-03 23:13:21,896 - training.engines.hybrid - INFO - Epoch 65/100, Loss: 0.0446 | Acc: 0.9950 | Grad: 8.53e-01 | Val Loss: 0.0486 | Val Acc: 1.0000 | LR: 2.50e-02
2026-02-03 23:13:40,005 - training.engines.hybrid - INFO - Epoch 66/100, Loss: 0.0440 | Acc: 0.9950 | Grad: 8.19e-01 | Val Loss: 0.0472 | Val Acc: 1.0000 | LR: 2.50e-02
2026-02-03 23:13:57,550 - training.engines.hybrid - INFO - Epoch 67/100, Loss: 0.0446 | Acc: 0.9950 | Grad: 8.43e-01 | Val Loss: 0.0478 | Val Acc: 1.0000 | LR: 2.50e-02
2026-02-03 23:14:15,921 - training.engines.hybrid - INFO - Epoch 68/100, Loss: 0.0438 | Acc: 0.9950 | Grad: 8.30e-01 | Val Loss: 0.0459 | Val Acc: 1.0000 | LR: 1.25e-02
2026-02-03 23:14:33,781 - training.engines.hybrid - INFO - Epoch 69/100, Loss: 0.0441 | Acc: 0.9950 | Grad: 8.92e-01 | Val Loss: 0.0474 | Val Acc: 1.0000 | LR: 1.25e-02
2026-02-03 23:14:50,384 - training.engines.hybrid - INFO - Epoch 70/100, Loss: 0.0443 | Acc: 0.9950 | Grad: 7.77e-01 | Val Loss: 0.0472 | Val Acc: 1.0000 | LR: 1.25e-02
2026-02-03 23:15:08,260 - training.engines.hybrid - INFO - Epoch 71/100, Loss: 0.0438 | Acc: 0.9950 | Grad: 8.41e-01 | Val Loss: 0.0479 | Val Acc: 1.0000 | LR: 1.25e-02
2026-02-03 23:15:26,296 - training.engines.hybrid - INFO - Epoch 72/100, Loss: 0.0446 | Acc: 0.9950 | Grad: 9.60e-01 | Val Loss: 0.0481 | Val Acc: 1.0000 | LR: 6.25e-03
2026-02-03 23:15:44,048 - training.engines.hybrid - INFO - Epoch 73/100, Loss: 0.0439 | Acc: 0.9950 | Grad: 7.78e-01 | Val Loss: 0.0468 | Val Acc: 1.0000 | LR: 6.25e-03
2026-02-03 23:16:03,116 - training.engines.hybrid - INFO - Epoch 74/100, Loss: 0.0445 | Acc: 0.9950 | Grad: 7.99e-01 | Val Loss: 0.0472 | Val Acc: 1.0000 | LR: 6.25e-03
2026-02-03 23:16:20,885 - training.engines.hybrid - INFO - Epoch 75/100, Loss: 0.0434 | Acc: 0.9950 | Grad: 8.45e-01 | Val Loss: 0.0462 | Val Acc: 1.0000 | LR: 6.25e-03
2026-02-03 23:16:37,501 - training.engines.hybrid - INFO - Epoch 76/100, Loss: 0.0443 | Acc: 0.9950 | Grad: 9.15e-01 | Val Loss: 0.0458 | Val Acc: 1.0000 | LR: 3.13e-03
2026-02-03 23:16:54,608 - training.engines.hybrid - INFO - Epoch 77/100, Loss: 0.0439 | Acc: 0.9950 | Grad: 8.84e-01 | Val Loss: 0.0451 | Val Acc: 1.0000 | LR: 3.13e-03
2026-02-03 23:17:13,239 - training.engines.hybrid - INFO - Epoch 78/100, Loss: 0.0441 | Acc: 0.9950 | Grad: 8.76e-01 | Val Loss: 0.0471 | Val Acc: 1.0000 | LR: 3.13e-03
2026-02-03 23:17:31,333 - training.engines.hybrid - INFO - Epoch 79/100, Loss: 0.0440 | Acc: 0.9950 | Grad: 9.94e-01 | Val Loss: 0.0465 | Val Acc: 1.0000 | LR: 3.13e-03
2026-02-03 23:17:50,200 - training.engines.hybrid - INFO - Epoch 80/100, Loss: 0.0440 | Acc: 0.9950 | Grad: 7.14e-01 | Val Loss: 0.0478 | Val Acc: 1.0000 | LR: 3.13e-03
2026-02-03 23:18:08,917 - training.engines.hybrid - INFO - Epoch 81/100, Loss: 0.0424 | Acc: 0.9950 | Grad: 6.77e-01 | Val Loss: 0.0459 | Val Acc: 1.0000 | LR: 1.56e-03
2026-02-03 23:18:28,600 - training.engines.hybrid - INFO - Epoch 82/100, Loss: 0.0439 | Acc: 0.9950 | Grad: 8.20e-01 | Val Loss: 0.0459 | Val Acc: 1.0000 | LR: 1.56e-03
2026-02-03 23:18:47,369 - training.engines.hybrid - INFO - Epoch 83/100, Loss: 0.0437 | Acc: 0.9950 | Grad: 7.39e-01 | Val Loss: 0.0468 | Val Acc: 1.0000 | LR: 1.56e-03
2026-02-03 23:19:06,634 - training.engines.hybrid - INFO - Epoch 84/100, Loss: 0.0429 | Acc: 0.9950 | Grad: 8.36e-01 | Val Loss: 0.0474 | Val Acc: 1.0000 | LR: 1.56e-03
2026-02-03 23:19:24,641 - training.engines.hybrid - INFO - Epoch 85/100, Loss: 0.0436 | Acc: 0.9950 | Grad: 7.92e-01 | Val Loss: 0.0460 | Val Acc: 1.0000 | LR: 7.81e-04
2026-02-03 23:19:42,892 - training.engines.hybrid - INFO - Epoch 86/100, Loss: 0.0429 | Acc: 0.9950 | Grad: 8.11e-01 | Val Loss: 0.0463 | Val Acc: 1.0000 | LR: 7.81e-04
2026-02-03 23:20:01,236 - training.engines.hybrid - INFO - Epoch 87/100, Loss: 0.0433 | Acc: 0.9950 | Grad: 9.34e-01 | Val Loss: 0.0473 | Val Acc: 1.0000 | LR: 7.81e-04
2026-02-03 23:20:18,963 - training.engines.hybrid - INFO - Epoch 88/100, Loss: 0.0427 | Acc: 0.9950 | Grad: 8.80e-01 | Val Loss: 0.0461 | Val Acc: 1.0000 | LR: 7.81e-04
2026-02-03 23:20:37,146 - training.engines.hybrid - INFO - Epoch 89/100, Loss: 0.0435 | Acc: 0.9950 | Grad: 7.91e-01 | Val Loss: 0.0450 | Val Acc: 1.0000 | LR: 7.81e-04
2026-02-03 23:20:54,936 - training.engines.hybrid - INFO - Epoch 90/100, Loss: 0.0428 | Acc: 0.9950 | Grad: 6.92e-01 | Val Loss: 0.0469 | Val Acc: 1.0000 | LR: 7.81e-04
2026-02-03 23:21:14,140 - training.engines.hybrid - INFO - Epoch 91/100, Loss: 0.0437 | Acc: 0.9950 | Grad: 8.80e-01 | Val Loss: 0.0471 | Val Acc: 1.0000 | LR: 7.81e-04
2026-02-03 23:21:32,809 - training.engines.hybrid - INFO - Epoch 92/100, Loss: 0.0441 | Acc: 0.9950 | Grad: 8.38e-01 | Val Loss: 0.0497 | Val Acc: 1.0000 | LR: 7.81e-04
2026-02-03 23:21:49,745 - training.engines.hybrid - INFO - Epoch 93/100, Loss: 0.0430 | Acc: 0.9950 | Grad: 7.80e-01 | Val Loss: 0.0470 | Val Acc: 1.0000 | LR: 3.91e-04
2026-02-03 23:22:07,311 - training.engines.hybrid - INFO - Epoch 94/100, Loss: 0.0433 | Acc: 0.9950 | Grad: 7.21e-01 | Val Loss: 0.0475 | Val Acc: 1.0000 | LR: 3.91e-04
2026-02-03 23:22:26,347 - training.engines.hybrid - INFO - Epoch 95/100, Loss: 0.0436 | Acc: 0.9950 | Grad: 7.48e-01 | Val Loss: 0.0459 | Val Acc: 1.0000 | LR: 3.91e-04
2026-02-03 23:22:45,251 - training.engines.hybrid - INFO - Epoch 96/100, Loss: 0.0436 | Acc: 0.9950 | Grad: 7.70e-01 | Val Loss: 0.0475 | Val Acc: 1.0000 | LR: 3.91e-04
2026-02-03 23:23:04,201 - training.engines.hybrid - INFO - Epoch 97/100, Loss: 0.0433 | Acc: 0.9950 | Grad: 7.94e-01 | Val Loss: 0.0454 | Val Acc: 1.0000 | LR: 1.95e-04
2026-02-03 23:23:20,945 - training.engines.hybrid - INFO - Epoch 98/100, Loss: 0.0439 | Acc: 0.9950 | Grad: 8.50e-01 | Val Loss: 0.0473 | Val Acc: 1.0000 | LR: 1.95e-04
2026-02-03 23:23:35,599 - training.engines.hybrid - INFO - Epoch 99/100, Loss: 0.0447 | Acc: 0.9950 | Grad: 9.64e-01 | Val Loss: 0.0471 | Val Acc: 1.0000 | LR: 1.95e-04
2026-02-03 23:23:47,165 - training.engines.hybrid - INFO - Epoch 100/100, Loss: 0.0433 | Acc: 0.9950 | Grad: 8.71e-01 | Val Loss: 0.0471 | Val Acc: 1.0000 | LR: 1.95e-04
2026-02-03 23:23:47,702 - training.pipeline - INFO - Pipeline Execution Complete. Final Score: 0.9400
2026-02-03 23:23:47,703 - utils.logger - INFO - Experiment data saved to ./output/train_angle_pca16_20260203_225428
2026-02-03 23:23:47,944 - utils.logger - INFO - Model saved to: ./output/train_angle_pca16_20260203_225428/model/train_angle_pca16_20260203_225428_trained_qcnn.pth
