2026-02-03 23:10:16,902 - __main__ - INFO - Initializing experiment with configuration:
task_name: train
model_type: standard
dataset_name: mnist
data_path: ./data
n_train: 200
n_test: 50
n_val: 50
digits:
- 3
- 8
target_dim: 16
preprocessors:
- autoencoder_16
n_pop: 20
n_gen: 10
n_gates: 200
mutation_rate: 0.1
engine_type: hybrid
train_epochs: 100
train_lr: 0.05
gradient_method: spsa
device: null
use_v2_primitives: true
use_scheduler: true
scheduler_patience: 3
scheduler_factor: 0.5
strategy_type: hybrid
eval_epochs: 5
eval_lr: 0.01
eval_max_iter: 50
feature_map_type: angle
num_qubits: 16
verbose: true
seed: 42
save_dir: ./output
notifications:
  enabled: false
  title: QCNN Training

2026-02-03 23:10:16,902 - data.dataset.mnist_dataset - INFO - Loading MNIST data from ./data
2026-02-03 23:10:16,981 - data.preprocessor.autoencoder - INFO - Loading pre-trained Autoencoder from: /Users/xunflowerrr/Main/Work/GithubRepository/QCNN_project/src/data/preprocessor/autoencoders/conv_ae_mnist_16.pth
2026-02-03 23:10:17,425 - __main__ - INFO - Starting Task: Standard Training
2026-02-03 23:10:17,426 - training.engines.hybrid - INFO - HybridEngine using device: mps
2026-02-03 23:10:17,427 - training.engines.hybrid - INFO - HybridEngine: Using gradient method: spsa
2026-02-03 23:10:17,427 - training.pipeline - INFO - Executing Production Pipeline for model: StandardQCNN
2026-02-03 23:10:17,434 - training.pipeline - INFO - Circuit built. Num Qubits: 16, Num Params: 123
2026-02-03 23:10:17,436 - training.engines.hybrid - INFO - HybridEngine: Optimizing 123 parameters.
2026-02-03 23:10:17,448 - training.engines.hybrid - INFO - HybridEngine: Initialized weights with uniform distribution [-0.5, 0.5]
2026-02-03 23:10:17,449 - training.engines.hybrid - WARNING - Using MPS (Metal Performance Shaders). If gradients are zero, try 'engine.device=cpu'.
2026-02-03 23:10:38,343 - training.engines.hybrid - INFO - Epoch 1/100, Loss: 1.0099 | Acc: 0.4650 | Grad: 1.42e+00 | Val Loss: 0.9999 | Val Acc: 0.5000 | LR: 5.00e-02
2026-02-03 23:13:52,870 - training.engines.hybrid - INFO - Epoch 12/100, Loss: 0.8693 | Acc: 0.7100 | Grad: 1.53e+00 | Val Loss: 0.9092 | Val Acc: 0.6400 | LR: 5.00e-02
2026-02-03 23:14:10,174 - training.engines.hybrid - INFO - Epoch 13/100, Loss: 0.8649 | Acc: 0.7150 | Grad: 1.47e+00 | Val Loss: 0.8934 | Val Acc: 0.7000 | LR: 5.00e-02
2026-02-03 23:14:27,384 - training.engines.hybrid - INFO - Epoch 14/100, Loss: 0.8597 | Acc: 0.7350 | Grad: 1.44e+00 | Val Loss: 0.8894 | Val Acc: 0.7000 | LR: 5.00e-02
2026-02-03 23:14:44,293 - training.engines.hybrid - INFO - Epoch 15/100, Loss: 0.8516 | Acc: 0.7350 | Grad: 1.32e+00 | Val Loss: 0.8766 | Val Acc: 0.7000 | LR: 5.00e-02
2026-02-03 23:15:01,933 - training.engines.hybrid - INFO - Epoch 16/100, Loss: 0.8454 | Acc: 0.7600 | Grad: 1.29e+00 | Val Loss: 0.8758 | Val Acc: 0.7400 | LR: 5.00e-02
2026-02-03 23:15:20,394 - training.engines.hybrid - INFO - Epoch 17/100, Loss: 0.8387 | Acc: 0.7950 | Grad: 1.45e+00 | Val Loss: 0.8603 | Val Acc: 0.7800 | LR: 5.00e-02
2026-02-03 23:15:36,978 - training.engines.hybrid - INFO - Epoch 18/100, Loss: 0.8337 | Acc: 0.8200 | Grad: 1.55e+00 | Val Loss: 0.8536 | Val Acc: 0.7800 | LR: 5.00e-02
2026-02-03 23:15:56,824 - training.engines.hybrid - INFO - Epoch 19/100, Loss: 0.8255 | Acc: 0.8150 | Grad: 1.42e+00 | Val Loss: 0.8462 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 23:16:13,981 - training.engines.hybrid - INFO - Epoch 20/100, Loss: 0.8171 | Acc: 0.8450 | Grad: 1.27e+00 | Val Loss: 0.8364 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 23:16:31,190 - training.engines.hybrid - INFO - Epoch 21/100, Loss: 0.8123 | Acc: 0.8700 | Grad: 1.41e+00 | Val Loss: 0.8253 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:16:47,373 - training.engines.hybrid - INFO - Epoch 22/100, Loss: 0.8068 | Acc: 0.8550 | Grad: 1.24e+00 | Val Loss: 0.8316 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:17:06,071 - training.engines.hybrid - INFO - Epoch 23/100, Loss: 0.8034 | Acc: 0.8700 | Grad: 1.53e+00 | Val Loss: 0.8241 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:17:24,803 - training.engines.hybrid - INFO - Epoch 24/100, Loss: 0.8019 | Acc: 0.8500 | Grad: 1.37e+00 | Val Loss: 0.8130 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:17:42,276 - training.engines.hybrid - INFO - Epoch 25/100, Loss: 0.7922 | Acc: 0.8800 | Grad: 1.45e+00 | Val Loss: 0.8060 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:18:01,155 - training.engines.hybrid - INFO - Epoch 26/100, Loss: 0.7864 | Acc: 0.8800 | Grad: 1.85e+00 | Val Loss: 0.8062 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:18:20,957 - training.engines.hybrid - INFO - Epoch 27/100, Loss: 0.7863 | Acc: 0.8500 | Grad: 1.62e+00 | Val Loss: 0.8024 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:18:38,559 - training.engines.hybrid - INFO - Epoch 28/100, Loss: 0.7771 | Acc: 0.8750 | Grad: 1.61e+00 | Val Loss: 0.7939 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:18:57,842 - training.engines.hybrid - INFO - Epoch 29/100, Loss: 0.7686 | Acc: 0.8750 | Grad: 1.40e+00 | Val Loss: 0.7885 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:19:16,051 - training.engines.hybrid - INFO - Epoch 30/100, Loss: 0.7607 | Acc: 0.8700 | Grad: 1.91e+00 | Val Loss: 0.7787 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 23:19:34,718 - training.engines.hybrid - INFO - Epoch 31/100, Loss: 0.7578 | Acc: 0.8700 | Grad: 1.75e+00 | Val Loss: 0.7757 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:19:52,750 - training.engines.hybrid - INFO - Epoch 32/100, Loss: 0.7475 | Acc: 0.8650 | Grad: 1.92e+00 | Val Loss: 0.7656 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:20:11,417 - training.engines.hybrid - INFO - Epoch 33/100, Loss: 0.7412 | Acc: 0.8700 | Grad: 1.87e+00 | Val Loss: 0.7597 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 23:20:28,723 - training.engines.hybrid - INFO - Epoch 34/100, Loss: 0.7365 | Acc: 0.8500 | Grad: 1.61e+00 | Val Loss: 0.7556 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:20:46,311 - training.engines.hybrid - INFO - Epoch 35/100, Loss: 0.7251 | Acc: 0.8650 | Grad: 1.80e+00 | Val Loss: 0.7470 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:21:05,244 - training.engines.hybrid - INFO - Epoch 36/100, Loss: 0.7182 | Acc: 0.8650 | Grad: 1.89e+00 | Val Loss: 0.7433 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:21:24,285 - training.engines.hybrid - INFO - Epoch 37/100, Loss: 0.7137 | Acc: 0.8700 | Grad: 1.93e+00 | Val Loss: 0.7400 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:21:42,395 - training.engines.hybrid - INFO - Epoch 38/100, Loss: 0.7081 | Acc: 0.8650 | Grad: 2.11e+00 | Val Loss: 0.7430 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:21:59,572 - training.engines.hybrid - INFO - Epoch 39/100, Loss: 0.7083 | Acc: 0.8500 | Grad: 1.74e+00 | Val Loss: 0.7358 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:22:18,078 - training.engines.hybrid - INFO - Epoch 40/100, Loss: 0.7034 | Acc: 0.8500 | Grad: 1.79e+00 | Val Loss: 0.7385 | Val Acc: 0.8200 | LR: 5.00e-02
2026-02-03 23:22:37,156 - training.engines.hybrid - INFO - Epoch 41/100, Loss: 0.7053 | Acc: 0.8600 | Grad: 1.95e+00 | Val Loss: 0.7412 | Val Acc: 0.8400 | LR: 5.00e-02
2026-02-03 23:22:56,204 - training.engines.hybrid - INFO - Epoch 42/100, Loss: 0.7045 | Acc: 0.8600 | Grad: 1.90e+00 | Val Loss: 0.7399 | Val Acc: 0.8600 | LR: 5.00e-02
2026-02-03 23:23:15,168 - training.engines.hybrid - INFO - Epoch 43/100, Loss: 0.7034 | Acc: 0.8650 | Grad: 1.90e+00 | Val Loss: 0.7410 | Val Acc: 0.8400 | LR: 2.50e-02
2026-02-03 23:23:29,995 - training.engines.hybrid - INFO - Epoch 44/100, Loss: 0.7076 | Acc: 0.8800 | Grad: 1.80e+00 | Val Loss: 0.7424 | Val Acc: 0.8200 | LR: 2.50e-02
2026-02-03 23:23:43,872 - training.engines.hybrid - INFO - Epoch 45/100, Loss: 0.7071 | Acc: 0.8700 | Grad: 1.88e+00 | Val Loss: 0.7437 | Val Acc: 0.8200 | LR: 2.50e-02
2026-02-03 23:23:51,675 - training.engines.hybrid - INFO - Epoch 46/100, Loss: 0.7038 | Acc: 0.8650 | Grad: 1.93e+00 | Val Loss: 0.7380 | Val Acc: 0.8200 | LR: 2.50e-02
2026-02-03 23:23:57,607 - training.engines.hybrid - INFO - Epoch 47/100, Loss: 0.7082 | Acc: 0.8550 | Grad: 1.98e+00 | Val Loss: 0.7417 | Val Acc: 0.8200 | LR: 1.25e-02
2026-02-03 23:24:03,989 - training.engines.hybrid - INFO - Epoch 48/100, Loss: 0.7033 | Acc: 0.8550 | Grad: 1.77e+00 | Val Loss: 0.7411 | Val Acc: 0.8200 | LR: 1.25e-02
2026-02-03 23:24:10,143 - training.engines.hybrid - INFO - Epoch 49/100, Loss: 0.7016 | Acc: 0.8700 | Grad: 1.90e+00 | Val Loss: 0.7369 | Val Acc: 0.8200 | LR: 1.25e-02
2026-02-03 23:24:15,947 - training.engines.hybrid - INFO - Epoch 50/100, Loss: 0.7025 | Acc: 0.8550 | Grad: 1.76e+00 | Val Loss: 0.7421 | Val Acc: 0.8600 | LR: 1.25e-02
2026-02-03 23:24:21,727 - training.engines.hybrid - INFO - Epoch 51/100, Loss: 0.7066 | Acc: 0.8550 | Grad: 1.90e+00 | Val Loss: 0.7369 | Val Acc: 0.8400 | LR: 6.25e-03
2026-02-03 23:24:27,278 - training.engines.hybrid - INFO - Epoch 52/100, Loss: 0.7005 | Acc: 0.8550 | Grad: 1.81e+00 | Val Loss: 0.7294 | Val Acc: 0.8200 | LR: 6.25e-03
2026-02-03 23:24:32,786 - training.engines.hybrid - INFO - Epoch 53/100, Loss: 0.7047 | Acc: 0.8600 | Grad: 1.76e+00 | Val Loss: 0.7351 | Val Acc: 0.8200 | LR: 6.25e-03
2026-02-03 23:24:38,776 - training.engines.hybrid - INFO - Epoch 54/100, Loss: 0.7000 | Acc: 0.8550 | Grad: 1.74e+00 | Val Loss: 0.7344 | Val Acc: 0.8400 | LR: 6.25e-03
2026-02-03 23:24:44,903 - training.engines.hybrid - INFO - Epoch 55/100, Loss: 0.6983 | Acc: 0.8600 | Grad: 1.90e+00 | Val Loss: 0.7306 | Val Acc: 0.8400 | LR: 6.25e-03
2026-02-03 23:24:50,817 - training.engines.hybrid - INFO - Epoch 56/100, Loss: 0.6963 | Acc: 0.8750 | Grad: 1.93e+00 | Val Loss: 0.7283 | Val Acc: 0.8200 | LR: 6.25e-03
2026-02-03 23:24:57,203 - training.engines.hybrid - INFO - Epoch 57/100, Loss: 0.6982 | Acc: 0.8600 | Grad: 1.63e+00 | Val Loss: 0.7204 | Val Acc: 0.8400 | LR: 6.25e-03
2026-02-03 23:25:02,637 - training.engines.hybrid - INFO - Epoch 58/100, Loss: 0.6923 | Acc: 0.8600 | Grad: 1.89e+00 | Val Loss: 0.7291 | Val Acc: 0.8200 | LR: 6.25e-03
2026-02-03 23:25:08,054 - training.engines.hybrid - INFO - Epoch 59/100, Loss: 0.6927 | Acc: 0.8550 | Grad: 1.92e+00 | Val Loss: 0.7186 | Val Acc: 0.8400 | LR: 6.25e-03
2026-02-03 23:25:13,501 - training.engines.hybrid - INFO - Epoch 60/100, Loss: 0.6891 | Acc: 0.8700 | Grad: 1.69e+00 | Val Loss: 0.7312 | Val Acc: 0.8200 | LR: 6.25e-03
2026-02-03 23:25:19,128 - training.engines.hybrid - INFO - Epoch 61/100, Loss: 0.6911 | Acc: 0.8600 | Grad: 1.92e+00 | Val Loss: 0.7162 | Val Acc: 0.8400 | LR: 6.25e-03
2026-02-03 23:25:24,654 - training.engines.hybrid - INFO - Epoch 62/100, Loss: 0.6887 | Acc: 0.8550 | Grad: 1.92e+00 | Val Loss: 0.7157 | Val Acc: 0.8200 | LR: 6.25e-03
2026-02-03 23:25:30,065 - training.engines.hybrid - INFO - Epoch 63/100, Loss: 0.6914 | Acc: 0.8750 | Grad: 2.20e+00 | Val Loss: 0.7221 | Val Acc: 0.8400 | LR: 6.25e-03
2026-02-03 23:25:35,432 - training.engines.hybrid - INFO - Epoch 64/100, Loss: 0.6859 | Acc: 0.8700 | Grad: 1.68e+00 | Val Loss: 0.7196 | Val Acc: 0.8400 | LR: 6.25e-03
2026-02-03 23:25:40,818 - training.engines.hybrid - INFO - Epoch 65/100, Loss: 0.6870 | Acc: 0.8650 | Grad: 1.81e+00 | Val Loss: 0.7195 | Val Acc: 0.8400 | LR: 6.25e-03
2026-02-03 23:25:46,218 - training.engines.hybrid - INFO - Epoch 66/100, Loss: 0.6865 | Acc: 0.8750 | Grad: 1.63e+00 | Val Loss: 0.7195 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:25:51,553 - training.engines.hybrid - INFO - Epoch 67/100, Loss: 0.6842 | Acc: 0.8650 | Grad: 1.88e+00 | Val Loss: 0.7151 | Val Acc: 0.8200 | LR: 3.13e-03
2026-02-03 23:25:56,945 - training.engines.hybrid - INFO - Epoch 68/100, Loss: 0.6815 | Acc: 0.8600 | Grad: 2.03e+00 | Val Loss: 0.7132 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:26:02,237 - training.engines.hybrid - INFO - Epoch 69/100, Loss: 0.6798 | Acc: 0.8700 | Grad: 1.85e+00 | Val Loss: 0.7136 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:26:07,555 - training.engines.hybrid - INFO - Epoch 70/100, Loss: 0.6778 | Acc: 0.8800 | Grad: 2.01e+00 | Val Loss: 0.7166 | Val Acc: 0.8200 | LR: 3.13e-03
2026-02-03 23:26:12,847 - training.engines.hybrid - INFO - Epoch 71/100, Loss: 0.6819 | Acc: 0.8800 | Grad: 1.74e+00 | Val Loss: 0.7091 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:26:18,244 - training.engines.hybrid - INFO - Epoch 72/100, Loss: 0.6775 | Acc: 0.8850 | Grad: 1.67e+00 | Val Loss: 0.7116 | Val Acc: 0.8600 | LR: 3.13e-03
2026-02-03 23:26:23,584 - training.engines.hybrid - INFO - Epoch 73/100, Loss: 0.6766 | Acc: 0.8750 | Grad: 1.54e+00 | Val Loss: 0.7128 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:26:28,914 - training.engines.hybrid - INFO - Epoch 74/100, Loss: 0.6764 | Acc: 0.8800 | Grad: 1.96e+00 | Val Loss: 0.7121 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:26:34,283 - training.engines.hybrid - INFO - Epoch 75/100, Loss: 0.6760 | Acc: 0.8750 | Grad: 1.99e+00 | Val Loss: 0.7089 | Val Acc: 0.8600 | LR: 3.13e-03
2026-02-03 23:26:39,642 - training.engines.hybrid - INFO - Epoch 76/100, Loss: 0.6756 | Acc: 0.8700 | Grad: 1.84e+00 | Val Loss: 0.7071 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:26:44,965 - training.engines.hybrid - INFO - Epoch 77/100, Loss: 0.6756 | Acc: 0.8850 | Grad: 2.14e+00 | Val Loss: 0.7045 | Val Acc: 0.8600 | LR: 3.13e-03
2026-02-03 23:26:50,361 - training.engines.hybrid - INFO - Epoch 78/100, Loss: 0.6750 | Acc: 0.8750 | Grad: 1.92e+00 | Val Loss: 0.7025 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:26:55,754 - training.engines.hybrid - INFO - Epoch 79/100, Loss: 0.6762 | Acc: 0.8800 | Grad: 1.85e+00 | Val Loss: 0.7106 | Val Acc: 0.8200 | LR: 3.13e-03
2026-02-03 23:27:01,066 - training.engines.hybrid - INFO - Epoch 80/100, Loss: 0.6701 | Acc: 0.8800 | Grad: 1.90e+00 | Val Loss: 0.7052 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:27:06,467 - training.engines.hybrid - INFO - Epoch 81/100, Loss: 0.6714 | Acc: 0.8650 | Grad: 1.82e+00 | Val Loss: 0.7043 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:27:11,874 - training.engines.hybrid - INFO - Epoch 82/100, Loss: 0.6692 | Acc: 0.8800 | Grad: 1.91e+00 | Val Loss: 0.7011 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:27:17,275 - training.engines.hybrid - INFO - Epoch 83/100, Loss: 0.6708 | Acc: 0.8750 | Grad: 1.89e+00 | Val Loss: 0.7082 | Val Acc: 0.8200 | LR: 3.13e-03
2026-02-03 23:27:22,687 - training.engines.hybrid - INFO - Epoch 84/100, Loss: 0.6683 | Acc: 0.8700 | Grad: 1.68e+00 | Val Loss: 0.7057 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:27:28,066 - training.engines.hybrid - INFO - Epoch 85/100, Loss: 0.6698 | Acc: 0.8800 | Grad: 2.14e+00 | Val Loss: 0.7071 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:27:33,386 - training.engines.hybrid - INFO - Epoch 86/100, Loss: 0.6684 | Acc: 0.8800 | Grad: 2.01e+00 | Val Loss: 0.6998 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:27:38,708 - training.engines.hybrid - INFO - Epoch 87/100, Loss: 0.6670 | Acc: 0.8800 | Grad: 1.98e+00 | Val Loss: 0.7031 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:27:44,111 - training.engines.hybrid - INFO - Epoch 88/100, Loss: 0.6660 | Acc: 0.8600 | Grad: 2.11e+00 | Val Loss: 0.6958 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:27:49,626 - training.engines.hybrid - INFO - Epoch 89/100, Loss: 0.6671 | Acc: 0.8750 | Grad: 1.92e+00 | Val Loss: 0.6949 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:27:55,008 - training.engines.hybrid - INFO - Epoch 90/100, Loss: 0.6654 | Acc: 0.8750 | Grad: 1.79e+00 | Val Loss: 0.7015 | Val Acc: 0.8600 | LR: 3.13e-03
2026-02-03 23:28:00,336 - training.engines.hybrid - INFO - Epoch 91/100, Loss: 0.6610 | Acc: 0.8900 | Grad: 1.98e+00 | Val Loss: 0.7028 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:28:05,709 - training.engines.hybrid - INFO - Epoch 92/100, Loss: 0.6631 | Acc: 0.8700 | Grad: 1.88e+00 | Val Loss: 0.6967 | Val Acc: 0.8400 | LR: 3.13e-03
2026-02-03 23:28:11,060 - training.engines.hybrid - INFO - Epoch 93/100, Loss: 0.6622 | Acc: 0.8850 | Grad: 2.02e+00 | Val Loss: 0.6963 | Val Acc: 0.8400 | LR: 1.56e-03
2026-02-03 23:28:16,473 - training.engines.hybrid - INFO - Epoch 94/100, Loss: 0.6606 | Acc: 0.8800 | Grad: 1.68e+00 | Val Loss: 0.6935 | Val Acc: 0.8400 | LR: 1.56e-03
2026-02-03 23:28:21,865 - training.engines.hybrid - INFO - Epoch 95/100, Loss: 0.6623 | Acc: 0.8700 | Grad: 1.79e+00 | Val Loss: 0.6981 | Val Acc: 0.8400 | LR: 1.56e-03
2026-02-03 23:28:27,259 - training.engines.hybrid - INFO - Epoch 96/100, Loss: 0.6611 | Acc: 0.8800 | Grad: 1.72e+00 | Val Loss: 0.6936 | Val Acc: 0.8400 | LR: 1.56e-03
2026-02-03 23:28:32,658 - training.engines.hybrid - INFO - Epoch 97/100, Loss: 0.6595 | Acc: 0.8900 | Grad: 2.03e+00 | Val Loss: 0.6932 | Val Acc: 0.8400 | LR: 1.56e-03
2026-02-03 23:28:37,994 - training.engines.hybrid - INFO - Epoch 98/100, Loss: 0.6581 | Acc: 0.8750 | Grad: 1.98e+00 | Val Loss: 0.6918 | Val Acc: 0.8400 | LR: 1.56e-03
2026-02-03 23:28:43,387 - training.engines.hybrid - INFO - Epoch 99/100, Loss: 0.6594 | Acc: 0.8800 | Grad: 1.93e+00 | Val Loss: 0.6886 | Val Acc: 0.8400 | LR: 1.56e-03
2026-02-03 23:28:48,833 - training.engines.hybrid - INFO - Epoch 100/100, Loss: 0.6555 | Acc: 0.8750 | Grad: 1.79e+00 | Val Loss: 0.6948 | Val Acc: 0.8400 | LR: 1.56e-03
2026-02-03 23:28:49,017 - training.pipeline - INFO - Pipeline Execution Complete. Final Score: 0.9000
2026-02-03 23:28:49,018 - utils.logger - INFO - Experiment data saved to ./output/train_angle_autoencoder16_20260203_231016
2026-02-03 23:28:49,201 - utils.logger - INFO - Model saved to: ./output/train_angle_autoencoder16_20260203_231016/model/train_angle_autoencoder16_20260203_231016_trained_qcnn.pth
