2026-02-07 10:34:36,015 - __main__ - INFO - Initializing experiment with configuration:
task_name: train
model_type: standard
dataset_name: fashionmnist
data_path: ./data
n_train: 1000
n_test: 200
n_val: 200
digits:
- 0
- 6
target_dim: 16
preprocessors:
- autoencoder_16
n_pop: 20
n_gen: 10
n_gates: 200
mutation_rate: 0.1
engine_type: hybrid
train_epochs: 100
train_lr: 0.05
gradient_method: spsa
device: null
use_v2_primitives: true
use_scheduler: true
scheduler_patience: 3
scheduler_factor: 0.5
strategy_type: hybrid
eval_epochs: 5
eval_lr: 0.01
eval_max_iter: 50
feature_map_type: angle
num_qubits: 16
verbose: true
seed: 42
save_dir: ./output
output_dir: ./output
notifications:
  enabled: true
  title: binary class experiment [0, 6]

2026-02-07 10:34:36,017 - data.dataset.fashion_mnist_dataset - INFO - Loading FashionMNIST data from ./data
2026-02-07 10:34:36,131 - data.preprocessor.autoencoder - INFO - Loading pre-trained Autoencoder from: /teamspace/studios/this_studio/QCNN_project/src/data/preprocessor/autoencoders/conv_ae_fashionmnist_16.pth
2026-02-07 10:34:37,730 - __main__ - INFO - Starting Task: Standard Training
2026-02-07 10:34:37,730 - training.engines.hybrid - INFO - HybridEngine using device: cpu
2026-02-07 10:34:37,731 - training.engines.hybrid - INFO - HybridEngine: Using gradient method: spsa
2026-02-07 10:34:37,731 - training.pipeline - INFO - Executing Production Pipeline for model: StandardQCNN
2026-02-07 10:34:37,738 - training.pipeline - INFO - Circuit built. Num Qubits: 16, Num Params: 123
2026-02-07 10:34:37,739 - training.engines.hybrid - INFO - HybridEngine: Optimizing 123 parameters.
2026-02-07 10:34:37,743 - training.engines.hybrid - INFO - HybridEngine: Initialized weights with uniform distribution [-0.5, 0.5]
2026-02-07 10:36:18,851 - training.engines.hybrid - INFO - Epoch 1/100, Loss: 1.1160 | Acc: 0.4650 | Grad: 1.34e+00 | Val Loss: 1.0498 | Val Acc: 0.5000 | LR: 5.00e-02
2026-02-07 11:44:42,303 - training.engines.hybrid - INFO - Epoch 21/100, Loss: 0.8637 | Acc: 0.6630 | Grad: 7.99e-01 | Val Loss: 0.8137 | Val Acc: 0.7400 | LR: 5.00e-02
2026-02-07 11:48:11,009 - training.engines.hybrid - INFO - Epoch 22/100, Loss: 0.8535 | Acc: 0.6810 | Grad: 7.99e-01 | Val Loss: 0.8029 | Val Acc: 0.7400 | LR: 5.00e-02
2026-02-07 11:51:40,010 - training.engines.hybrid - INFO - Epoch 23/100, Loss: 0.8425 | Acc: 0.6890 | Grad: 8.32e-01 | Val Loss: 0.7890 | Val Acc: 0.7600 | LR: 5.00e-02
2026-02-07 11:55:06,460 - training.engines.hybrid - INFO - Epoch 24/100, Loss: 0.8312 | Acc: 0.7050 | Grad: 7.25e-01 | Val Loss: 0.7790 | Val Acc: 0.7600 | LR: 5.00e-02
2026-02-07 11:58:35,656 - training.engines.hybrid - INFO - Epoch 25/100, Loss: 0.8243 | Acc: 0.7120 | Grad: 6.96e-01 | Val Loss: 0.7746 | Val Acc: 0.7500 | LR: 5.00e-02
2026-02-07 12:02:06,512 - training.engines.hybrid - INFO - Epoch 26/100, Loss: 0.8140 | Acc: 0.7200 | Grad: 6.96e-01 | Val Loss: 0.7618 | Val Acc: 0.7450 | LR: 5.00e-02
2026-02-07 12:05:41,260 - training.engines.hybrid - INFO - Epoch 27/100, Loss: 0.8060 | Acc: 0.7270 | Grad: 7.36e-01 | Val Loss: 0.7545 | Val Acc: 0.7700 | LR: 5.00e-02
2026-02-07 12:09:02,870 - training.engines.hybrid - INFO - Epoch 28/100, Loss: 0.8006 | Acc: 0.7350 | Grad: 7.06e-01 | Val Loss: 0.7502 | Val Acc: 0.7750 | LR: 5.00e-02
2026-02-07 12:12:41,196 - training.engines.hybrid - INFO - Epoch 29/100, Loss: 0.7927 | Acc: 0.7410 | Grad: 6.62e-01 | Val Loss: 0.7395 | Val Acc: 0.7600 | LR: 5.00e-02
2026-02-07 12:16:14,285 - training.engines.hybrid - INFO - Epoch 30/100, Loss: 0.7844 | Acc: 0.7480 | Grad: 7.02e-01 | Val Loss: 0.7318 | Val Acc: 0.7600 | LR: 5.00e-02
2026-02-07 12:19:41,261 - training.engines.hybrid - INFO - Epoch 31/100, Loss: 0.7767 | Acc: 0.7560 | Grad: 6.86e-01 | Val Loss: 0.7253 | Val Acc: 0.7750 | LR: 5.00e-02
2026-02-07 12:23:15,597 - training.engines.hybrid - INFO - Epoch 32/100, Loss: 0.7684 | Acc: 0.7510 | Grad: 7.09e-01 | Val Loss: 0.7196 | Val Acc: 0.7650 | LR: 5.00e-02
2026-02-07 12:26:39,849 - training.engines.hybrid - INFO - Epoch 33/100, Loss: 0.7621 | Acc: 0.7430 | Grad: 7.09e-01 | Val Loss: 0.7122 | Val Acc: 0.7600 | LR: 5.00e-02
2026-02-07 12:30:12,043 - training.engines.hybrid - INFO - Epoch 34/100, Loss: 0.7531 | Acc: 0.7530 | Grad: 6.00e-01 | Val Loss: 0.7025 | Val Acc: 0.7750 | LR: 5.00e-02
2026-02-07 12:33:37,565 - training.engines.hybrid - INFO - Epoch 35/100, Loss: 0.7451 | Acc: 0.7580 | Grad: 7.89e-01 | Val Loss: 0.7012 | Val Acc: 0.7700 | LR: 5.00e-02
2026-02-07 12:37:05,486 - training.engines.hybrid - INFO - Epoch 36/100, Loss: 0.7389 | Acc: 0.7580 | Grad: 7.24e-01 | Val Loss: 0.6933 | Val Acc: 0.7950 | LR: 5.00e-02
2026-02-07 12:40:39,739 - training.engines.hybrid - INFO - Epoch 37/100, Loss: 0.7322 | Acc: 0.7590 | Grad: 6.57e-01 | Val Loss: 0.6850 | Val Acc: 0.7750 | LR: 5.00e-02
2026-02-07 12:44:13,067 - training.engines.hybrid - INFO - Epoch 38/100, Loss: 0.7241 | Acc: 0.7620 | Grad: 7.33e-01 | Val Loss: 0.6812 | Val Acc: 0.7700 | LR: 5.00e-02
2026-02-07 12:47:48,275 - training.engines.hybrid - INFO - Epoch 39/100, Loss: 0.7194 | Acc: 0.7540 | Grad: 7.67e-01 | Val Loss: 0.6769 | Val Acc: 0.7700 | LR: 5.00e-02
2026-02-07 12:51:17,185 - training.engines.hybrid - INFO - Epoch 40/100, Loss: 0.7118 | Acc: 0.7600 | Grad: 8.16e-01 | Val Loss: 0.6723 | Val Acc: 0.8000 | LR: 5.00e-02
2026-02-07 12:54:43,317 - training.engines.hybrid - INFO - Epoch 41/100, Loss: 0.7088 | Acc: 0.7640 | Grad: 8.23e-01 | Val Loss: 0.6692 | Val Acc: 0.7750 | LR: 5.00e-02
2026-02-07 12:58:13,822 - training.engines.hybrid - INFO - Epoch 42/100, Loss: 0.7019 | Acc: 0.7680 | Grad: 8.06e-01 | Val Loss: 0.6639 | Val Acc: 0.7850 | LR: 5.00e-02
2026-02-07 13:01:39,098 - training.engines.hybrid - INFO - Epoch 43/100, Loss: 0.6977 | Acc: 0.7730 | Grad: 8.15e-01 | Val Loss: 0.6605 | Val Acc: 0.7950 | LR: 5.00e-02
2026-02-07 13:05:09,378 - training.engines.hybrid - INFO - Epoch 44/100, Loss: 0.6909 | Acc: 0.7790 | Grad: 7.66e-01 | Val Loss: 0.6538 | Val Acc: 0.8000 | LR: 5.00e-02
2026-02-07 13:08:41,495 - training.engines.hybrid - INFO - Epoch 45/100, Loss: 0.6864 | Acc: 0.7780 | Grad: 7.81e-01 | Val Loss: 0.6490 | Val Acc: 0.8050 | LR: 5.00e-02
2026-02-07 13:12:11,126 - training.engines.hybrid - INFO - Epoch 46/100, Loss: 0.6817 | Acc: 0.7820 | Grad: 8.36e-01 | Val Loss: 0.6441 | Val Acc: 0.8050 | LR: 5.00e-02
2026-02-07 13:15:44,356 - training.engines.hybrid - INFO - Epoch 47/100, Loss: 0.6798 | Acc: 0.7740 | Grad: 9.98e-01 | Val Loss: 0.6433 | Val Acc: 0.8050 | LR: 5.00e-02
2026-02-07 13:19:13,472 - training.engines.hybrid - INFO - Epoch 48/100, Loss: 0.6735 | Acc: 0.7800 | Grad: 7.73e-01 | Val Loss: 0.6404 | Val Acc: 0.8100 | LR: 5.00e-02
2026-02-07 13:22:44,717 - training.engines.hybrid - INFO - Epoch 49/100, Loss: 0.6708 | Acc: 0.7790 | Grad: 8.11e-01 | Val Loss: 0.6335 | Val Acc: 0.8050 | LR: 5.00e-02
2026-02-07 13:26:22,585 - training.engines.hybrid - INFO - Epoch 50/100, Loss: 0.6665 | Acc: 0.7840 | Grad: 7.99e-01 | Val Loss: 0.6311 | Val Acc: 0.8000 | LR: 5.00e-02
2026-02-07 13:29:49,589 - training.engines.hybrid - INFO - Epoch 51/100, Loss: 0.6609 | Acc: 0.7840 | Grad: 9.18e-01 | Val Loss: 0.6225 | Val Acc: 0.8000 | LR: 5.00e-02
2026-02-07 13:33:16,149 - training.engines.hybrid - INFO - Epoch 52/100, Loss: 0.6570 | Acc: 0.7820 | Grad: 9.46e-01 | Val Loss: 0.6214 | Val Acc: 0.8050 | LR: 5.00e-02
2026-02-07 13:36:44,350 - training.engines.hybrid - INFO - Epoch 53/100, Loss: 0.6528 | Acc: 0.7780 | Grad: 9.11e-01 | Val Loss: 0.6169 | Val Acc: 0.8000 | LR: 5.00e-02
2026-02-07 13:40:13,802 - training.engines.hybrid - INFO - Epoch 54/100, Loss: 0.6496 | Acc: 0.7820 | Grad: 9.61e-01 | Val Loss: 0.6137 | Val Acc: 0.8000 | LR: 5.00e-02
2026-02-07 13:43:45,171 - training.engines.hybrid - INFO - Epoch 55/100, Loss: 0.6466 | Acc: 0.7760 | Grad: 9.69e-01 | Val Loss: 0.6128 | Val Acc: 0.7950 | LR: 5.00e-02
2026-02-07 13:47:14,219 - training.engines.hybrid - INFO - Epoch 56/100, Loss: 0.6430 | Acc: 0.7720 | Grad: 1.03e+00 | Val Loss: 0.6164 | Val Acc: 0.7900 | LR: 5.00e-02
2026-02-07 13:50:48,344 - training.engines.hybrid - INFO - Epoch 57/100, Loss: 0.6450 | Acc: 0.7700 | Grad: 1.14e+00 | Val Loss: 0.6142 | Val Acc: 0.7850 | LR: 5.00e-02
2026-02-07 13:54:20,800 - training.engines.hybrid - INFO - Epoch 58/100, Loss: 0.6404 | Acc: 0.7710 | Grad: 1.06e+00 | Val Loss: 0.6095 | Val Acc: 0.7850 | LR: 5.00e-02
2026-02-07 13:57:54,109 - training.engines.hybrid - INFO - Epoch 59/100, Loss: 0.6406 | Acc: 0.7670 | Grad: 1.04e+00 | Val Loss: 0.6095 | Val Acc: 0.7900 | LR: 5.00e-02
2026-02-07 14:01:17,201 - training.engines.hybrid - INFO - Epoch 60/100, Loss: 0.6398 | Acc: 0.7700 | Grad: 1.08e+00 | Val Loss: 0.6064 | Val Acc: 0.7850 | LR: 5.00e-02
2026-02-07 14:04:41,695 - training.engines.hybrid - INFO - Epoch 61/100, Loss: 0.6364 | Acc: 0.7720 | Grad: 1.09e+00 | Val Loss: 0.6042 | Val Acc: 0.7800 | LR: 5.00e-02
2026-02-07 14:08:08,232 - training.engines.hybrid - INFO - Epoch 62/100, Loss: 0.6352 | Acc: 0.7780 | Grad: 1.03e+00 | Val Loss: 0.6069 | Val Acc: 0.7850 | LR: 5.00e-02
2026-02-07 14:11:31,680 - training.engines.hybrid - INFO - Epoch 63/100, Loss: 0.6368 | Acc: 0.7810 | Grad: 1.17e+00 | Val Loss: 0.6002 | Val Acc: 0.7800 | LR: 5.00e-02
2026-02-07 14:14:55,578 - training.engines.hybrid - INFO - Epoch 64/100, Loss: 0.6350 | Acc: 0.7790 | Grad: 1.01e+00 | Val Loss: 0.6021 | Val Acc: 0.7800 | LR: 5.00e-02
2026-02-07 14:18:25,586 - training.engines.hybrid - INFO - Epoch 65/100, Loss: 0.6365 | Acc: 0.7720 | Grad: 1.17e+00 | Val Loss: 0.6019 | Val Acc: 0.7850 | LR: 5.00e-02
2026-02-07 14:21:54,324 - training.engines.hybrid - INFO - Epoch 66/100, Loss: 0.6358 | Acc: 0.7760 | Grad: 1.09e+00 | Val Loss: 0.6015 | Val Acc: 0.7850 | LR: 5.00e-02
2026-02-07 14:25:16,847 - training.engines.hybrid - INFO - Epoch 67/100, Loss: 0.6376 | Acc: 0.7760 | Grad: 1.07e+00 | Val Loss: 0.6048 | Val Acc: 0.7850 | LR: 2.50e-02
2026-02-07 14:28:51,192 - training.engines.hybrid - INFO - Epoch 68/100, Loss: 0.6392 | Acc: 0.7800 | Grad: 1.06e+00 | Val Loss: 0.6036 | Val Acc: 0.7950 | LR: 2.50e-02
2026-02-07 14:32:13,724 - training.engines.hybrid - INFO - Epoch 69/100, Loss: 0.6381 | Acc: 0.7750 | Grad: 1.07e+00 | Val Loss: 0.6036 | Val Acc: 0.7850 | LR: 2.50e-02
2026-02-07 14:35:55,932 - training.engines.hybrid - INFO - Epoch 70/100, Loss: 0.6372 | Acc: 0.7770 | Grad: 1.09e+00 | Val Loss: 0.6043 | Val Acc: 0.7800 | LR: 2.50e-02
2026-02-07 14:39:35,115 - training.engines.hybrid - INFO - Epoch 71/100, Loss: 0.6360 | Acc: 0.7810 | Grad: 1.11e+00 | Val Loss: 0.6035 | Val Acc: 0.7800 | LR: 1.25e-02
